case_id,query_id,standard_id,candidate_title,case_type,expected_action,record_type,validation_status
HC-V03-000361,SYN-REQ-00181,MSV1-3F4B79E961B6FCA7,Specification for bearing pullers (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000362,SYN-REQ-00181,MSV1-2B1D885B0AE9C82C,Specification for antifriction bearing alloys (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000363,SYN-REQ-00182,MSV1-080C1E7DE9646740,"Forceps, Punch, Nasal Citelli's Antrum and Hajek's Sphenoidal— Specification (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000364,SYN-REQ-00182,MSV1-0D32EA65DD8D1D39,"Forceps, Nasal Turbinate, Luc’s — Specification ( First Revision )",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000365,SYN-REQ-00183,MSV1-820EDBB64BC31B95,Methods of Test for Footwear Part 3 Upper Sole Adhesion,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000366,SYN-REQ-00183,MSV1-A9EBBFF19A5C0B0A,Methods of Test for Footwear Part 7 Deformability of Upper,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000367,SYN-REQ-00184,MSV1-DB8A1BD9026A49D6,WHEAT AND WHEAT FLOUR - GLUTEN CONTENT PART 1 DETERMINATION OF WET GLUTEN BY A MANUAL METHOD,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000368,SYN-REQ-00184,MSV1-8D5A103D2E31DA0E,Wheat and wheat flour - Gluten content: Part 3 determination of dry gluten from wet gluten by an oven drying method,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000369,SYN-REQ-00185,MSV1-D9AEDD8B5CBFE6EE,PLASTICS — METHODS OF TESTING PART 5 MECHANICAL PROPERTIES SEC 31 DETERMINATION OF DYNAMIC MECHANICAL PROPERTIES SUBSEC 5 FLEXURAL VIBRATION — NON-RESONANCE METHOD,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000370,SYN-REQ-00185,MSV1-1B111A6BC0B53C5B,PLASTICS — METHODS OF TESTING PART 5 MECHANICAL PROPERTIES SEC 31 DETERMINATION OF DYNAMIC MECHANICAL PROPERTIES SUBSEC 7 TORSIONAL VIBRATION — NON-RESONANCE METHOD,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000371,SYN-REQ-00186,MSV1-C95334076D7889F3,General requirements for main deck baggage container loader,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000372,SYN-REQ-00186,MSV1-8695E6C140385652,General requirements of main deck container/pallet loader for aircraft,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000373,SYN-REQ-00187,MSV1-EABF34A578903E3E,Hydraulically Regulated Floor Springs - Specification Third Revision of IS 6315 ICS 91190,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000374,SYN-REQ-00187,MSV1-EF965C4E3964D089,Hydraulically Regulated Door Closers - Specification Fifth Revision of IS 3564 Amalgamating IS 14912,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000375,SYN-REQ-00188,MSV1-0001477062BBF63E,"Packing and marking of packages of paints, enamels, varnishes and allied products - Code of practice (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000376,SYN-REQ-00188,MSV1-B50138F7C055AAA1,Coating and wrapping of underground mild steel pipelines - Code of practice (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000377,SYN-REQ-00189,MSV1-68D9C659DB6ABE2C,Specification for nickel formate for nickel catalyst (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000378,SYN-REQ-00189,MSV1-EFC5A024A3A826DD,Specification for nickel formate for nickel catalyst (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000379,SYN-REQ-00190,MSV1-DAABB7733BB55C17,Cement Concrete - Glossary of Terms : Part 5 Formwork for Concrete (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000380,SYN-REQ-00190,MSV1-2794293CF640AF69,Cement Concrete - Glossary of Terms : Part 10 Tests and Testing Apparatus (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000381,SYN-REQ-00191,MSV1-3446A7C1914C0F02,Selection and dimensioning of high - Voltage insulators intended for use in polluted conditions: Part 3 polymer insulators for a.c. systems,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000382,SYN-REQ-00191,MSV1-A40EE1C176AD35B3,Selection and Dimensioning of High-Voltage Insulators Intended for Use in Polluted Conditions Part 2 Ceramic and Glass Insulators for a.c. Systems,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000383,SYN-REQ-00192,MSV1-FDF070BB23A044C0,Instrument transformers: Part 3 additional requirements for inductive voltage transformers,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000384,SYN-REQ-00192,MSV1-55B872FFF3EC6614,Instrument transformers: Part 5 additional requirements for capacitors voltage transformers,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000385,SYN-REQ-00193,MSV1-C8DAE4AFEE83DFF6,Methods of measurement of electrical characteristics of microwave tubes: Part 7 high - Power klystrons,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000386,SYN-REQ-00193,MSV1-67BCC79C9C329F88,Rotating electrical machines — Test methods and apparatus for the measurement of the operational characteristics of brushes,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000387,SYN-REQ-00194,MSV1-6B1F0A24B7EBC592,Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 3 Calibration of Instruments for Measurement of Gas Flow and Pressure,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000388,SYN-REQ-00194,MSV1-7FA7DFFB718720B5,Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 4 Machines with 2-D Moving Optics,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000389,SYN-REQ-00195,MSV1-D307D09B807479D2,"Code of Practice for Storage, Installation and Maintenance of Induction Motors ( Third Revision )",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000390,SYN-REQ-00195,MSV1-E76A016809507470,CODE OF RECOMMENDED PRACTICE FOR CONVEYOR SAFETY PART 7 INSPECTION AND MAINTENANCE,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000391,SYN-REQ-00196,MSV1-BFF138AE3D654175,Bicycles — Hub Assembly — Specification (Fourth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000392,SYN-REQ-00196,MSV1-0654C47CA32510ED,Brushes for Artists Specification Fourth Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000393,SYN-REQ-00197,MSV1-2B26777F8538EDD1,Graphical Symbols for Diagrams in the field of Electrotechnology,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000394,SYN-REQ-00197,MSV1-CE470CDFF13E0E86,Design of graphical symbols for use in the technical product documentation of products: Part 1 Basic rules (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000395,SYN-REQ-00198,MSV1-EB9ABD54FF94C1F1,Glass Containers for Homoeopathic Pharmaceutical Preparations - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000396,SYN-REQ-00198,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000397,SYN-REQ-00199,MSV1-CE34C671B1A5C2A1,Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000398,SYN-REQ-00199,MSV1-5B6D087791FF587A,Textiles - Tests for Colour Fastness Part E04 Colour Fastness to Perspiration,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000399,SYN-REQ-00200,MSV1-3C468A7A9D6AD742,Information technology Radio frequency identification for item management Part 64: Parameters for air interface communications at 860MHz to 960 MHz Type D,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000400,SYN-REQ-00200,MSV1-81E77726E7282BF8,Information technology Radio frequency identification for item management Part 62: Parameters for air interface communications at 860MHz to 960 MHz Type B,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000401,SYN-REQ-00201,MSV1-387C3FAAE82E6619,Specification for cartons for non - Soapy detergents,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000402,SYN-REQ-00201,MSV1-6218DAE7ED117872,Soy Dahi (Non-Dairy Product) - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000403,SYN-REQ-00202,MSV1-066A4FB163C09ED5,"Method of test for styrene - Butadiene rubber (Sbr), latices: Part 5 determination of soap and organic - Acid content (Second Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000404,SYN-REQ-00202,MSV1-3272B9E9189A2C7F,Methods of test for styrene - Butadiene rubbers: Part ii determination of solvent extract and oil content,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000405,SYN-REQ-00203,MSV1-F73A0D50F895099F,Technical supply requirements for sprocket wheels for link chains,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000406,SYN-REQ-00203,MSV1-FDC08FD84406DEC8,SELV d.c. Systems Conforming to the ESMAP Multi-Tier Framework Tier 2 and Tier 3 Requirements for Household Electricity Supply -Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000407,SYN-REQ-00204,MSV1-B928A0A3EF6025F2,"Welding consumables - Methods of test Part 1 Preparation of all-weld metal test pieces and specimens in steel, nickel and nickel alloys",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000408,SYN-REQ-00204,MSV1-8863D468563ADB85,Plastics - Methods of testing: Part 2 Sampling and preparation of test specimens Section 4 Preparation of test specimens by machining Second Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000409,SYN-REQ-00205,MSV1-844C8E0EC96F7461,Water Reuse in Urban Areas Guidelines for Centralized Water Reuse System Part 1 Design Principle of a Centralized Water Reuse System,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000410,SYN-REQ-00205,MSV1-678DB36942E6DD2B,Service activities relating to drinking water supply wastewater and stormwater systems — Stormwater management — Guidelines for stormwater management in urban areas,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000411,SYN-REQ-00206,MSV1-CE73A2EC0BE6F39F,Specification for canned bitter gourd (Karela) (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000412,SYN-REQ-00206,MSV1-A92F49C7BE39920D,Specification for canned okra (Bhindi) (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000413,SYN-REQ-00207,MSV1-31BE6CFC0ED8434E,Specification for glass weighing bottles (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000414,SYN-REQ-00207,MSV1-5F83BED1D81FC3A8,Specification for glass bottles for fluid ink (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000415,SYN-REQ-00208,MSV1-FE706CA56DBACD52,Classification of lubricants industrial oils and related products Part 2 Family A Total loss systems,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000416,SYN-REQ-00208,MSV1-4D5075037077120B,"Lubricants, industrial oils and related products (Class L) - Classification: Part 6 family t (Turbines)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000417,SYN-REQ-00209,MSV1-F62357751119DFE2,TEXTILES - COTTON WEBBING FOR PERSONAL WEB EQUIPMENT - SPECIFICATION ( Fourth Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000418,SYN-REQ-00209,MSV1-B5DCE76985B4D867,Textiles — Cotton Webbing for Parachutes — Specification (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000419,SYN-REQ-00210,MSV1-4CF7768815ACF231,Portland Pozzolana Cement - Specification: Part 1 fly Ash Based (Fourth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000420,SYN-REQ-00210,MSV1-193CF92522E06FA3,Portland Pozzolana Cement - Specification: Part 2 Calcined Clay Based (Fourth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000421,SYN-REQ-00211,MSV1-5CC8CD4CF72D231B,TEXTILES SOCKS NYLON SPECIFICATION,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000422,SYN-REQ-00211,MSV1-4F6C699827942035,Textiles-Nylon tapes for aerospace purposes-Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000423,SYN-REQ-00212,MSV1-27C115663993634F,Leather for Gas Meter Diaphragms - Specification(First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000424,SYN-REQ-00212,MSV1-5FE3AFBCE6CDC60E,Leather for Leg Guard — Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000425,SYN-REQ-00213,MSV1-EE912F21A62E8B4E,Biological evaluation of medical devices Part 11 Tests for systemic toxicity,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000426,SYN-REQ-00213,MSV1-C118DD83527E6ACE,"Methods of Micro-Biological, Colour Fastness and Microscopical Tests for Leather Part 3 Colour Fastness to Machine Washing ( First Revision )",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000427,SYN-REQ-00214,MSV1-0B0A01FDC6018203,Implants for surgery - Staples with parallel legs for orthopaedic use - General requirements,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000428,SYN-REQ-00214,MSV1-49B9E7619ED460AB,Instruments for Use in Association with Non-Active Surgical Implants - General Requirements,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000429,SYN-REQ-00215,MSV1-E17EB31262F00169,Glossary of terms relating to asbestos,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000430,SYN-REQ-00215,MSV1-47B77E66F42B631C,Glossary of Terms Relating to Brick Kilns,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000431,SYN-REQ-00216,MSV1-3AA37D3318FFC273,Methods for chemical analysis of cadmium copper ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000432,SYN-REQ-00216,MSV1-229DB785CAF139F3,Wines - Methods of analysis (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000433,SYN-REQ-00217,MSV1-7D7CBFC0EB57E48F,Glossary of terms and symbols relating to rock mechanics,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000434,SYN-REQ-00217,MSV1-BC4D344A75652191,Glossary of Terms Relating to Industrial Screen and Screening,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000435,SYN-REQ-00218,MSV1-8B8A9467488BF619,Specification veneered wood boards for packing cases,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000436,SYN-REQ-00218,MSV1-7C529ED4B8C61A5C,Specification for High Density Wood Particle Boards,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000437,SYN-REQ-00219,MSV1-07B3C6C8F17D463D,Design and Installation of Fixed Automatic Sprinkler Fire Extinguishing Systems - Code of Practice (first revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000438,SYN-REQ-00219,MSV1-737512914CB2B21E,Design and Installation of Fixed Automatic High and Medium Velocity Water Spray System — Code of Practice ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000439,SYN-REQ-00220,MSV1-52128E3E0E3D33A1,Coaxial Communication Cables Part 1: Electrical Test Methods Section 103: Test for Capacitance of Cable (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000440,SYN-REQ-00220,MSV1-69819AFAC8B3A615,Coaxial communication cables Part 1-106 Electrical Test Methods — Test for Withstand Voltage of Cable Sheath,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000441,SYN-REQ-00221,MSV1-6C32BD460DFB443D,Calcium Based EP Grease - Specification (first revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000442,SYN-REQ-00221,MSV1-55DC2E9BF4FBF9AB,Specification for grease cups (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000443,SYN-REQ-00222,MSV1-96A6B2B43BF3631C,Otter Boards - General Requirements: Part 4 Application Standard (first revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000444,SYN-REQ-00222,MSV1-75F8C49D73FDFC61,Otter Boards - General Requirements: Part 3 Oval Otter Boards (first revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000445,SYN-REQ-00223,MSV1-20A085B0DE625A82,Resistance Spot Welding Part 5 Electrode Adaptors Male Taper 1:10 - Parallel Shank Fixing For End Thrust Electrodes (First Revision of IS 4972),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000446,SYN-REQ-00223,MSV1-2988EFCB9936FFEE,Resistance Spot Welding Part 1 Electrode Holders - Taper Fixing 1:10 (First Revision of IS 4972),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000447,SYN-REQ-00224,MSV1-05EFC50BCDF6CC63,Tractors for Agriculture and Forestry - Roll - Over Protective Structures (ROPS) : Part 1 Dynamic Test Method and Acceptance Conditions (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000448,SYN-REQ-00224,MSV1-B3DEB7266369AF7E,Agricultural Tractors - Braking Performance - Method of Test (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000449,SYN-REQ-00225,MSV1-1DD2B96769E56A36,Code of Practice for Road and Tunnel Lighting (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000450,SYN-REQ-00225,MSV1-BE3B91946DCA2370,Concrete Structures for Retaining Aqueous Liquids - Code of Practice : Part 2 Plain and Reinforced Concrete (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000451,SYN-REQ-00226,MSV1-9CB1C159E9DE1702,Semiconductor converters Part 1 General requirements and line commutated converters Section 1 Basic requirements - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000452,SYN-REQ-00226,MSV1-847176C76CF9B4BE,Medical electrical equipment Part 1 General requirements for basic safety and essential performance Section 9 Requirements for environmentally conscious design,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000453,SYN-REQ-00227,MSV1-A46331E26A19A8BE,"Specification for ink, cloth marking (Second Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000454,SYN-REQ-00227,MSV1-3019F0DF058DB39E,Specification for baize cloth (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000455,SYN-REQ-00228,MSV1-9FDEDB3D565551F8,"Specification for scissors, microlaryngeal surgery",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000456,SYN-REQ-00228,MSV1-1D9AFB2B8FBE43BD,"Specification for forceps,cup upwards, microlaryngeal surgery",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000457,SYN-REQ-00229,MSV1-0ED2ED1564756B60,Cranes - Information to be provided: Part 1 general,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000458,SYN-REQ-00229,MSV1-641411B6A2B633A0,Cranes - Information to be provided: Part 4 jib cranes,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000459,SYN-REQ-00230,MSV1-448C692AA3C56426,Specification for Farm Drainage Concrete Tiles,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000460,SYN-REQ-00230,MSV1-792E3433FCF98545,concrete porous pipes for under-drainage,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000461,SYN-REQ-00231,MSV1-5A74A5E6D6A38847,Cranes - Vocabulary: Part 1 general,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000462,SYN-REQ-00231,MSV1-0ED2ED1564756B60,Cranes - Information to be provided: Part 1 general,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000463,SYN-REQ-00232,MSV1-F38435544297EB94,Jute geotextiles - (Part 2) Control of bank erosion in rivers and waterways - Specification (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000464,SYN-REQ-00232,MSV1-D4D461726248236C,"Hexagon head bolts, screws and nuts of product grade C Part 1 Hexagon head bolts (Size range M5 to M64) (sixth revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000465,SYN-REQ-00233,MSV1-02238C4A32A042ED,Coconut oilcake as livestock feed ingredient - Specification (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000466,SYN-REQ-00233,MSV1-6FDCC2710D8C5C2C,Cottonseed Oilcake as Livestock Feed Ingredient — Specification ( Third Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000467,SYN-REQ-00234,MSV1-40898EDF142E155F,Cards and Security Devices for Personal Identification — Test Methods Part 3 Integrated Circuit Cards with Contacts and Related Interface Devices,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000468,SYN-REQ-00234,MSV1-B1B7ED75CA1BCC17,Identification cards - Integrated circuit cards: Part 12 cards with contacts - Usb electrical interface and operating procedures,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
