tender_id,title,description,target_standard_id,record_type,synthetic_flag,validation_status
SYN-T-00504,Supply of Code for designation of aluminium and its alloys,Need applicable Indian Standard for Code for designation of aluminium and its alloys,MSV1-D05033BCB4FB841F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00505,Supply of Specification for radio disturbance and immunity measuring apparatus and methods: Part 2 methods of measurement of disturbances and immunity: Sec 1 conducted disturbance measurements (Second Revision),Need applicable Indian Standard for Specification for radio disturbance and immunity measuring apparatus and methods: Part 2 methods of measurement of disturbances and immunity: Sec 1 conducted disturbance measurements (Second Revision),MSV1-B20068D6E9C9ACA0,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00506,Supply of Plastics - Methods of testing: Part 2 sampling and preparation of test specimens section 11 injection moulding offest specimens of thermosetting powder moulding compounds (Pmcs) - Small plates,Need applicable Indian Standard for Plastics - Methods of testing: Part 2 sampling and preparation of test specimens section 11 injection moulding offest specimens of thermosetting powder moulding compounds (Pmcs) - Small plates,MSV1-289D3CEB93A421BD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00507,Supply of Sustainable development of habitats - Indicators for resilient cities,Need applicable Indian Standard for Sustainable development of habitats - Indicators for resilient cities,MSV1-0B3C78E34129B338,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00508,Supply of Specification for welding coupling assembly for oil - Hydraulic systems,Need applicable Indian Standard for Specification for welding coupling assembly for oil - Hydraulic systems,MSV1-577470BC253129BE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00509,Supply of STEEL WIRE ROPES — DETERMINATION OF ROTATIONAL PROPERTIES,Need applicable Indian Standard for STEEL WIRE ROPES — DETERMINATION OF ROTATIONAL PROPERTIES,MSV1-21BA06BF53536A41,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00510,Supply of Glossary of textile terms – Woven fabrics (second revision),Need applicable Indian Standard for Glossary of textile terms – Woven fabrics (second revision),MSV1-A1ED61259556BDC2,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00511,Supply of Method of test for rigid cellular thermal insulation materials: Part 2 apparent density (Second Revision),Need applicable Indian Standard for Method of test for rigid cellular thermal insulation materials: Part 2 apparent density (Second Revision),MSV1-55F2EDD479CC6A13,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00512,"Supply of Shipbuilding - Welded Bulkhead Pieces with Flanges for Steel Pipework - PN 6, PN 10 and PN 16","Need applicable Indian Standard for Shipbuilding - Welded Bulkhead Pieces with Flanges for Steel Pipework - PN 6, PN 10 and PN 16",MSV1-B55706BF7BD963AD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00513,Supply of Methods of Physical Tests for Hydraulic Cement: Part 3 Determination of Soundness (First Revision),Need applicable Indian Standard for Methods of Physical Tests for Hydraulic Cement: Part 3 Determination of Soundness (First Revision),MSV1-394D237C9EE6817B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00514,Supply of Cardiovascular implants and artificial organs - Blood - Gas exchangers (Oxygenators) (Second Revision),Need applicable Indian Standard for Cardiovascular implants and artificial organs - Blood - Gas exchangers (Oxygenators) (Second Revision),MSV1-DD9AA12488B8DCB7,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00515,"Supply of Specification for cast or forged steel check valves (Flanged Or Butt Welding Ends) for petroleum, petrochemicals, chemicals and allied industries","Need applicable Indian Standard for Specification for cast or forged steel check valves (Flanged Or Butt Welding Ends) for petroleum, petrochemicals, chemicals and allied industries",MSV1-9B3A5563F7D5A9F2,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00516,Supply of Deviations on untoleranced dimensions and mass of steel castings (Third Revision),Need applicable Indian Standard for Deviations on untoleranced dimensions and mass of steel castings (Third Revision),MSV1-3EEAB0FBD7F4D071,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00517,Supply of Presentation of statistical data: Part 1 tabulation and summarization (Third Revision),Need applicable Indian Standard for Presentation of statistical data: Part 1 tabulation and summarization (Third Revision),MSV1-E7BA2BA5DC5984B4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00518,Supply of Medical Laboratory Glassware — Bacteriological Bottles — Specification (First Revision),Need applicable Indian Standard for Medical Laboratory Glassware — Bacteriological Bottles — Specification (First Revision),MSV1-7978AF3762DFDD22,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00519,Supply of AMENDMENT NO. 1 TO IS 3315 : 2024 DIRECT EVAPORATIVE AIR COOLER - SPECIFICATION (Fourth Revision),Need applicable Indian Standard for AMENDMENT NO. 1 TO IS 3315 : 2024 DIRECT EVAPORATIVE AIR COOLER - SPECIFICATION (Fourth Revision),MSV1-C1430DB139E7250B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00520,Supply of Commercial Stationery Forms Books - Specification (First Revision),Need applicable Indian Standard for Commercial Stationery Forms Books - Specification (First Revision),MSV1-12E4DA605B77D027,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00521,Supply of Automotive vehicles - Starting gradeability - Method of measurement and requirement (Second Revision),Need applicable Indian Standard for Automotive vehicles - Starting gradeability - Method of measurement and requirement (Second Revision),MSV1-8EA80A49D7C2843F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00522,"Supply of Aviation turbine fuel (Kerosene Type, Jet A - 1) containing synthesized hydrocarbons - Specification","Need applicable Indian Standard for Aviation turbine fuel (Kerosene Type, Jet A - 1) containing synthesized hydrocarbons - Specification",MSV1-51BB67DDCAD57DBE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00523,Supply of Methods of sampling and tests for oils and fats: Part 2 purity tests: Sec 21 test for detection of animal fat in vegetable oils and fats and vlcHersa by GLC (Fourth Revision),Need applicable Indian Standard for Methods of sampling and tests for oils and fats: Part 2 purity tests: Sec 21 test for detection of animal fat in vegetable oils and fats and vlcHersa by GLC (Fourth Revision),MSV1-C9A159CA89D89657,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00524,Supply of Acrylic based Polymer waterproofing Materials - Methods of Test - Part 2 : Determination of Coarse Particles,Need applicable Indian Standard for Acrylic based Polymer waterproofing Materials - Methods of Test - Part 2 : Determination of Coarse Particles,MSV1-AC3F4720351E4F52,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00525,Supply of Method for determination of sulphur present in sponge iron after separation of non-magnetic materials,Need applicable Indian Standard for Method for determination of sulphur present in sponge iron after separation of non-magnetic materials,MSV1-896DE49E1DD2DCD7,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00526,Supply of Sensitive anemometer - Specification,Need applicable Indian Standard for Sensitive anemometer - Specification,MSV1-19C080400C20DD74,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00527,Supply of Roof Bars Used in Mines — Methods of Test (First Revision),Need applicable Indian Standard for Roof Bars Used in Mines — Methods of Test (First Revision),MSV1-2545C841E1377EFF,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00528,Supply of Magnets (For Use In Schools And Colleges) - Specification,Need applicable Indian Standard for Magnets (For Use In Schools And Colleges) - Specification,MSV1-F13073F9D44C3F08,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00529,Supply of Plastic Cervical Collar(HINDI),Need applicable Indian Standard for Plastic Cervical Collar(HINDI),MSV1-E87E6E53B21DC3FC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00530,Supply of Method for determination of staple length of greasy wool,Need applicable Indian Standard for Method for determination of staple length of greasy wool,MSV1-5059C0A832A1017F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00531,Supply of Trade Names and Abbreviated Symbols for Timber Species (Third Revision),Need applicable Indian Standard for Trade Names and Abbreviated Symbols for Timber Species (Third Revision),MSV1-9E6828E3CDE66B13,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00532,Supply of Derisking Photovoltaic Modules Sequential and Combined Accelerated Stress Testing,Need applicable Indian Standard for Derisking Photovoltaic Modules Sequential and Combined Accelerated Stress Testing,MSV1-6A2F6A25A1A10FA8,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00533,Supply of Railway carriagefans - Specification (First Revision),Need applicable Indian Standard for Railway carriagefans - Specification (First Revision),MSV1-14D2886115E41E15,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00534,Supply of METHODS OF TEST FOR PULP PART 6 COPPER NUMBER OF PULP,Need applicable Indian Standard for METHODS OF TEST FOR PULP PART 6 COPPER NUMBER OF PULP,MSV1-AD4B51A121CEA966,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00535,Supply of Specification for steel wire for needles,Need applicable Indian Standard for Specification for steel wire for needles,MSV1-2089DBD0943B205B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00536,Supply of Air - Conditioning and ventilation of machinery control - Rooms on board ships - Design conditions and basis of calculations,Need applicable Indian Standard for Air - Conditioning and ventilation of machinery control - Rooms on board ships - Design conditions and basis of calculations,MSV1-1B13F913B1B6D944,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00537,Supply of Aluminium paints for general purposes - Specification (First Revision),Need applicable Indian Standard for Aluminium paints for general purposes - Specification (First Revision),MSV1-FEA7CFE507255ED7,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00538,Supply of Panel mounted equipment - Electrical measuring instrument - Dimensions for panel mounting (Second Revision),Need applicable Indian Standard for Panel mounted equipment - Electrical measuring instrument - Dimensions for panel mounting (Second Revision),MSV1-C393B2D704B6D626,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00539,Supply of Code of Manufacturing Worsted Semi-Worsted and Woollen Yarns and Tolerances,Need applicable Indian Standard for Code of Manufacturing Worsted Semi-Worsted and Woollen Yarns and Tolerances,MSV1-7650EA4AF81D4153,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00540,Supply of Clay Ridge and Ceiling Tiles - Specification (Third Revision),Need applicable Indian Standard for Clay Ridge and Ceiling Tiles - Specification (Third Revision),MSV1-69C3310823B66CDD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00541,Supply of Technical product documentation -- Simplified representation of pipelines: Part 2 Isometric projection (Second Revision),Need applicable Indian Standard for Technical product documentation -- Simplified representation of pipelines: Part 2 Isometric projection (Second Revision),MSV1-2BD3E073D5B1E68B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00542,Supply of Specification for rivets for shipbuilding,Need applicable Indian Standard for Specification for rivets for shipbuilding,MSV1-3569C3E3BFC37622,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00543,Supply of Medical Electrical Equipment Part 2 Particular Requirements for the Basic Safety and Essential Performance Section 35 Heating devices using blankets pads or mattresses and intended for heating in medical use,Need applicable Indian Standard for Medical Electrical Equipment Part 2 Particular Requirements for the Basic Safety and Essential Performance Section 35 Heating devices using blankets pads or mattresses and intended for heating in medical use,MSV1-CF08201B76026BBE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00544,Supply of Machine Tools - Safety - Electrical Discharge Machines(FIRST REVISION),Need applicable Indian Standard for Machine Tools - Safety - Electrical Discharge Machines(FIRST REVISION),MSV1-F92F1E8CD551E648,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00545,Supply of Pneumatic cylinders for mechanized multiple spot welding,Need applicable Indian Standard for Pneumatic cylinders for mechanized multiple spot welding,MSV1-0BC1DC90C290AE44,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00546,"Supply of In Vitro Diagnostic Medical Devices - Requirements for Establishing Metrological Traceability of Values Assigned to Calibrators, Trueness Control Materials and Human Samples","Need applicable Indian Standard for In Vitro Diagnostic Medical Devices - Requirements for Establishing Metrological Traceability of Values Assigned to Calibrators, Trueness Control Materials and Human Samples",MSV1-934F82465DFB64D5,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00547,Supply of General Purpose Plug Valves - Specification (First Revision),Need applicable Indian Standard for General Purpose Plug Valves - Specification (First Revision),MSV1-FAEACA009198C23C,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00548,Supply of Ergonomics of the physical environment Application of International Standards to people with special requirements Adoption of ISO 28803: 2012,Need applicable Indian Standard for Ergonomics of the physical environment Application of International Standards to people with special requirements Adoption of ISO 28803: 2012,MSV1-4E306D266A9C2E67,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00549,Supply of Alcoholic drinks - Low alcoholic beverages,Need applicable Indian Standard for Alcoholic drinks - Low alcoholic beverages,MSV1-3F2C2146470A6AAC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00550,Supply of Code of practice for construction of floors and roofs using precast concrete waffle units,Need applicable Indian Standard for Code of practice for construction of floors and roofs using precast concrete waffle units,MSV1-0EF579766737E90A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00551,"Supply of Recommendations for packaging, transport and storage of asbestos","Need applicable Indian Standard for Recommendations for packaging, transport and storage of asbestos",MSV1-00EB36660B430D0F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00552,Supply of Concrete block making machines - General requirements (First Revision),Need applicable Indian Standard for Concrete block making machines - General requirements (First Revision),MSV1-B0344AAFDAF8BB3A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00553,Supply of Geosynthetics – High density polyethylene (HDPE) geomembranes for lining – Specification (first revision),Need applicable Indian Standard for Geosynthetics – High density polyethylene (HDPE) geomembranes for lining – Specification (first revision),MSV1-F172E68440804D18,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00554,Supply of Specification for flyers for jute spinning frames,Need applicable Indian Standard for Specification for flyers for jute spinning frames,MSV1-7197D8C8C1BD791D,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00555,Supply of Siddha Glossary of Terms Part 7 - Standardized Terminology on Fundamental Principles of Varmam,Need applicable Indian Standard for Siddha Glossary of Terms Part 7 - Standardized Terminology on Fundamental Principles of Varmam,MSV1-1108A4565FF812F1,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00556,Supply of Adventure tourism Cyclotourism Requirements and recommendations,Need applicable Indian Standard for Adventure tourism Cyclotourism Requirements and recommendations,MSV1-5C67164DA4A5D860,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00557,Supply of Needle Roller Bearings — Specification (Second Revision),Need applicable Indian Standard for Needle Roller Bearings — Specification (Second Revision),MSV1-E34784D32A2082FD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00558,Supply of Compressed Air: Part 8 Test Methods for Solid Particle Content by Mass Concentration,Need applicable Indian Standard for Compressed Air: Part 8 Test Methods for Solid Particle Content by Mass Concentration,MSV1-6D2DE0706330E18E,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00559,"Supply of Criteria for hydraulic design of surge tanks: Part 1 simple, restricted orifice and differential surge tanks (First Revision)","Need applicable Indian Standard for Criteria for hydraulic design of surge tanks: Part 1 simple, restricted orifice and differential surge tanks (First Revision)",MSV1-8200B6B5D2DAA350,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00560,Supply of Plastics Methods of Exposure to Laboratory Light Sources: Part 4 Open-Flame Carbon-Arc Lamps,Need applicable Indian Standard for Plastics Methods of Exposure to Laboratory Light Sources: Part 4 Open-Flame Carbon-Arc Lamps,MSV1-C3A96EDF82E31FDA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00561,Supply of Optical fibres: Part 1 measurement methods and test procedures: Sec 51 dry heat (Steady State) tests (First Revision),Need applicable Indian Standard for Optical fibres: Part 1 measurement methods and test procedures: Sec 51 dry heat (Steady State) tests (First Revision),MSV1-291F43ECF4E416DC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00562,"Supply of Washer-disinfectors — Part 6: Requirements and tests for washer-disinfectors employing thermal disinfection for non-invasive, non-critical medical devices and healthcare equipment","Need applicable Indian Standard for Washer-disinfectors — Part 6: Requirements and tests for washer-disinfectors employing thermal disinfection for non-invasive, non-critical medical devices and healthcare equipment",MSV1-5883DEC4B6E795CD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00563,Supply of Textiles - Quantitative Chemical Analysis - Mixtures of Certain Cellulose Fibres with Certain Other Fibres (Method Using Sulfuric Acid) (Second Revision),Need applicable Indian Standard for Textiles - Quantitative Chemical Analysis - Mixtures of Certain Cellulose Fibres with Certain Other Fibres (Method Using Sulfuric Acid) (Second Revision),MSV1-236E0165D20545EB,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00564,Supply of Laboratory glassware - Disposable micropipettes,Need applicable Indian Standard for Laboratory glassware - Disposable micropipettes,MSV1-32F07BB92D269E24,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00565,Supply of Methods of measurement of radar and oscilloscope cathode - Ray tubes (First Revision),Need applicable Indian Standard for Methods of measurement of radar and oscilloscope cathode - Ray tubes (First Revision),MSV1-7DA6B9E56FAE2646,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00566,"Supply of Joints in buildings - Vocabulary, (First Revision)","Need applicable Indian Standard for Joints in buildings - Vocabulary, (First Revision)",MSV1-31717025AED3BD45,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00567,"Supply of Power transmission - Belts - Code of practice for selection, storage, installation and maintenance of belting for power transmission: Part 2 V - Belt drives (First Revision)","Need applicable Indian Standard for Power transmission - Belts - Code of practice for selection, storage, installation and maintenance of belting for power transmission: Part 2 V - Belt drives (First Revision)",MSV1-79E749B0929E107F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00568,Supply of Silicone greases - Specification,Need applicable Indian Standard for Silicone greases - Specification,MSV1-E6EEAFF6FB0933A5,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00569,Supply of Sesamum oilcake as livestock feed ingredient - Specification (Second Revision),Need applicable Indian Standard for Sesamum oilcake as livestock feed ingredient - Specification (Second Revision),MSV1-2FB5D1A7E4662E26,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00570,Supply of GOATSKIN PARCHMENT FOR ORTHOPAEDIC PURPOSES SPECIFICATION,Need applicable Indian Standard for GOATSKIN PARCHMENT FOR ORTHOPAEDIC PURPOSES SPECIFICATION,MSV1-551007D3ED7ADF51,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00571,Supply of Cotton dosuti – Specification (third revision),Need applicable Indian Standard for Cotton dosuti – Specification (third revision),MSV1-D0D6CD09F635A7DA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00572,Supply of Kokilaksha[Hygrophila auriculata (Schum.) Heine.] Seed for use in Traditional Medicine - Specification,Need applicable Indian Standard for Kokilaksha[Hygrophila auriculata (Schum.) Heine.] Seed for use in Traditional Medicine - Specification,MSV1-C13D9E1B6BC70E35,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00573,Supply of Methods for Statistical Quality Control During Production Part 6: EWMA control charts for the process mean First Revision,Need applicable Indian Standard for Methods for Statistical Quality Control During Production Part 6: EWMA control charts for the process mean First Revision,MSV1-1A7F1FB80914056F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00574,Supply of Textiles Requirements for Labelling and Marking Specification Part 2 Fabrics Apparels and Made-up Items Consumer Textiles First Revision,Need applicable Indian Standard for Textiles Requirements for Labelling and Marking Specification Part 2 Fabrics Apparels and Made-up Items Consumer Textiles First Revision,MSV1-D77964CED763627A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00575,"Supply of Guidelines for integrated planning, development and management of river basins: Part 1 overall planning (First Revision)","Need applicable Indian Standard for Guidelines for integrated planning, development and management of river basins: Part 1 overall planning (First Revision)",MSV1-D850268D8DB39A99,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00576,Supply of Glass reinforced polyester dough moulding compounds - Specification,Need applicable Indian Standard for Glass reinforced polyester dough moulding compounds - Specification,MSV1-E78A349293755457,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00577,Supply of Tools for pressing Spring plungers with helicoidal compression steel spring or gas spring,Need applicable Indian Standard for Tools for pressing Spring plungers with helicoidal compression steel spring or gas spring,MSV1-CFC56594468080F1,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00578,Supply of Building Limes - Method of Test: Part 3 Determination of Residue on Slaking of Quicklime (First Revision ),Need applicable Indian Standard for Building Limes - Method of Test: Part 3 Determination of Residue on Slaking of Quicklime (First Revision ),MSV1-65AE50061A3C55B0,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00579,Supply of Packaging of winding wires: Part 2 cylindrical barrelled delivery spools: Sec 1 basic dimensions,Need applicable Indian Standard for Packaging of winding wires: Part 2 cylindrical barrelled delivery spools: Sec 1 basic dimensions,MSV1-6EDC47AB61065376,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00580,Supply of Information technology - Protocol for providing the connectionlessMode network service: provision of the underlying service by ISDN circuit - Switched B - Channels,Need applicable Indian Standard for Information technology - Protocol for providing the connectionlessMode network service: provision of the underlying service by ISDN circuit - Switched B - Channels,MSV1-736B72633BAC587C,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00581,Supply of Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 45 Sodium and Potassium (Second Revision) Amendment - 1,Need applicable Indian Standard for Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 45 Sodium and Potassium (Second Revision) Amendment - 1,MSV1-0F61526DF7B54637,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00582,Supply of Granulated cork broken cork and crushed cork Sampling for the determination of moisture content,Need applicable Indian Standard for Granulated cork broken cork and crushed cork Sampling for the determination of moisture content,MSV1-7C36C8CC049EDAEC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00583,Supply of Industrial fasteners - Threaded steel fasteners - Technical supply conditions - Mechanical properties: Part 20 torsional - Test and mlnimum torques for bolts and screws with nominal diameters 1 mm to 10 mm,Need applicable Indian Standard for Industrial fasteners - Threaded steel fasteners - Technical supply conditions - Mechanical properties: Part 20 torsional - Test and mlnimum torques for bolts and screws with nominal diameters 1 mm to 10 mm,MSV1-BC5B3C270D4E1CE5,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00584,Supply of Safety code for dress divers in civil engineering works,Need applicable Indian Standard for Safety code for dress divers in civil engineering works,MSV1-A1376AEA64DC665C,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00585,Supply of Construction of floor and roof with joists and filler blocks: Part 3 with precast hollow clay block joists and hollow clay filler blocks,Need applicable Indian Standard for Construction of floor and roof with joists and filler blocks: Part 3 with precast hollow clay block joists and hollow clay filler blocks,MSV1-98858F4C6504C500,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00586,Supply of Textiles Size designation of clothes Part 3: Methodology for the creation of body measurement tables and intervals,Need applicable Indian Standard for Textiles Size designation of clothes Part 3: Methodology for the creation of body measurement tables and intervals,MSV1-4543FA80A9FB4228,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00587,Supply of Methods of test for strength and stability of chairs and stools: Part 1 strength (First Revision),Need applicable Indian Standard for Methods of test for strength and stability of chairs and stools: Part 1 strength (First Revision),MSV1-B32BE9A1E0B17E14,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00588,Supply of Molecular biomarker analysis? Detection of animal-derived materials in foodstuffs and feedstuffs by real-time PCR? Part 5: Goat DNA detection method,Need applicable Indian Standard for Molecular biomarker analysis? Detection of animal-derived materials in foodstuffs and feedstuffs by real-time PCR? Part 5: Goat DNA detection method,MSV1-9107A38C8544CE43,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00589,Supply of Index to steel designations,Need applicable Indian Standard for Index to steel designations,MSV1-1C7E6005371916FB,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00590,Supply of Star grips - Specification (First Revision),Need applicable Indian Standard for Star grips - Specification (First Revision),MSV1-823AF00A383D81DC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00591,Supply of Earth-Moving Machinery — Safety Part 11 Requirements for Earth and Landfill Compactors ( Second Revision ),Need applicable Indian Standard for Earth-Moving Machinery — Safety Part 11 Requirements for Earth and Landfill Compactors ( Second Revision ),MSV1-9A100266216920EE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00592,Supply of Accessibility in built environment for older adults and persons with disabilities - Requirements (Second Revision ),Need applicable Indian Standard for Accessibility in built environment for older adults and persons with disabilities - Requirements (Second Revision ),MSV1-EC2DDB68495AFC83,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00593,"Supply of Specification for conductors and earth wire accessories for overhead power lines: Part 1 armour rods, binding wires and tapes for conductors (First Revision)","Need applicable Indian Standard for Specification for conductors and earth wire accessories for overhead power lines: Part 1 armour rods, binding wires and tapes for conductors (First Revision)",MSV1-A412C35F9BE41BB4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00594,Supply of Warfarin bait concentrates - Specification (first revision),Need applicable Indian Standard for Warfarin bait concentrates - Specification (first revision),MSV1-1C80BDE2E0F549E4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00595,Supply of Inland vessels - Detachable steel ladder - Specification (First Revision),Need applicable Indian Standard for Inland vessels - Detachable steel ladder - Specification (First Revision),MSV1-A9C2B4E14774207F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00596,Supply of Municipal Governance Part 5: Municipal Grievance Redressal Section 1: Taxonomy,Need applicable Indian Standard for Municipal Governance Part 5: Municipal Grievance Redressal Section 1: Taxonomy,MSV1-E3E8D8FACBD76B8D,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00597,Supply of Textiles – tests for colour fastness Part E08 Colour fastness to hot water,Need applicable Indian Standard for Textiles – tests for colour fastness Part E08 Colour fastness to hot water,MSV1-30E77EEDB9D1C609,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00598,Supply of Asbestos Cement Products - Methods of Test,Need applicable Indian Standard for Asbestos Cement Products - Methods of Test,MSV1-76EF991EF661E5DB,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00599,Supply of Textiles — Awnings for Leisure Accommodation Vehicles — Requirements and Test Methods ( Second Revision ),Need applicable Indian Standard for Textiles — Awnings for Leisure Accommodation Vehicles — Requirements and Test Methods ( Second Revision ),MSV1-8ADB0D53888F4BBA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
