pair_id,query_id,negative_standard_id,pair_type,reason,similarity_score,validation_status
HNP-V03-000389,SYN-REQ-00195,MSV1-D307D09B807479D2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000390,SYN-REQ-00195,MSV1-E76A016809507470,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000391,SYN-REQ-00196,MSV1-BFF138AE3D654175,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4615,NEEDS_EXPERT_VALIDATION
HNP-V03-000392,SYN-REQ-00196,MSV1-0654C47CA32510ED,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2667,NEEDS_EXPERT_VALIDATION
HNP-V03-000393,SYN-REQ-00197,MSV1-2B26777F8538EDD1,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6,NEEDS_EXPERT_VALIDATION
HNP-V03-000394,SYN-REQ-00197,MSV1-CE470CDFF13E0E86,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2692,NEEDS_EXPERT_VALIDATION
HNP-V03-000395,SYN-REQ-00198,MSV1-EB9ABD54FF94C1F1,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2,NEEDS_EXPERT_VALIDATION
HNP-V03-000396,SYN-REQ-00198,MSV1-60A0CA84A6F90365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1875,NEEDS_EXPERT_VALIDATION
HNP-V03-000397,SYN-REQ-00199,MSV1-CE34C671B1A5C2A1,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6429,NEEDS_EXPERT_VALIDATION
HNP-V03-000398,SYN-REQ-00199,MSV1-5B6D087791FF587A,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4375,NEEDS_EXPERT_VALIDATION
HNP-V03-000399,SYN-REQ-00200,MSV1-3C468A7A9D6AD742,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5862,NEEDS_EXPERT_VALIDATION
HNP-V03-000400,SYN-REQ-00200,MSV1-81E77726E7282BF8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5862,NEEDS_EXPERT_VALIDATION
HNP-V03-000401,SYN-REQ-00201,MSV1-387C3FAAE82E6619,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000402,SYN-REQ-00201,MSV1-6218DAE7ED117872,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2,NEEDS_EXPERT_VALIDATION
HNP-V03-000403,SYN-REQ-00202,MSV1-066A4FB163C09ED5,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4483,NEEDS_EXPERT_VALIDATION
HNP-V03-000404,SYN-REQ-00202,MSV1-3272B9E9189A2C7F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000405,SYN-REQ-00203,MSV1-F73A0D50F895099F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000406,SYN-REQ-00203,MSV1-FDC08FD84406DEC8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1724,NEEDS_EXPERT_VALIDATION
HNP-V03-000407,SYN-REQ-00204,MSV1-B928A0A3EF6025F2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4,NEEDS_EXPERT_VALIDATION
HNP-V03-000408,SYN-REQ-00204,MSV1-8863D468563ADB85,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2424,NEEDS_EXPERT_VALIDATION
HNP-V03-000409,SYN-REQ-00205,MSV1-844C8E0EC96F7461,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5217,NEEDS_EXPERT_VALIDATION
HNP-V03-000410,SYN-REQ-00205,MSV1-678DB36942E6DD2B,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3214,NEEDS_EXPERT_VALIDATION
HNP-V03-000411,SYN-REQ-00206,MSV1-CE73A2EC0BE6F39F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000412,SYN-REQ-00206,MSV1-A92F49C7BE39920D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3125,NEEDS_EXPERT_VALIDATION
HNP-V03-000413,SYN-REQ-00207,MSV1-31BE6CFC0ED8434E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000414,SYN-REQ-00207,MSV1-5F83BED1D81FC3A8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4,NEEDS_EXPERT_VALIDATION
HNP-V03-000415,SYN-REQ-00208,MSV1-FE706CA56DBACD52,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3448,NEEDS_EXPERT_VALIDATION
HNP-V03-000416,SYN-REQ-00208,MSV1-4D5075037077120B,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3103,NEEDS_EXPERT_VALIDATION
HNP-V03-000417,SYN-REQ-00209,MSV1-F62357751119DFE2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.625,NEEDS_EXPERT_VALIDATION
HNP-V03-000418,SYN-REQ-00209,MSV1-B5DCE76985B4D867,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000419,SYN-REQ-00210,MSV1-4CF7768815ACF231,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6111,NEEDS_EXPERT_VALIDATION
HNP-V03-000420,SYN-REQ-00210,MSV1-193CF92522E06FA3,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.381,NEEDS_EXPERT_VALIDATION
HNP-V03-000421,SYN-REQ-00211,MSV1-5CC8CD4CF72D231B,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3636,NEEDS_EXPERT_VALIDATION
HNP-V03-000422,SYN-REQ-00211,MSV1-4F6C699827942035,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2857,NEEDS_EXPERT_VALIDATION
HNP-V03-000423,SYN-REQ-00212,MSV1-27C115663993634F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000424,SYN-REQ-00212,MSV1-5FE3AFBCE6CDC60E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3125,NEEDS_EXPERT_VALIDATION
HNP-V03-000425,SYN-REQ-00213,MSV1-EE912F21A62E8B4E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.375,NEEDS_EXPERT_VALIDATION
HNP-V03-000426,SYN-REQ-00213,MSV1-C118DD83527E6ACE,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000427,SYN-REQ-00214,MSV1-0B0A01FDC6018203,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6471,NEEDS_EXPERT_VALIDATION
HNP-V03-000428,SYN-REQ-00214,MSV1-49B9E7619ED460AB,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2609,NEEDS_EXPERT_VALIDATION
HNP-V03-000429,SYN-REQ-00215,MSV1-E17EB31262F00169,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000430,SYN-REQ-00215,MSV1-47B77E66F42B631C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000431,SYN-REQ-00216,MSV1-3AA37D3318FFC273,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.375,NEEDS_EXPERT_VALIDATION
HNP-V03-000432,SYN-REQ-00216,MSV1-229DB785CAF139F3,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000433,SYN-REQ-00217,MSV1-7D7CBFC0EB57E48F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3529,NEEDS_EXPERT_VALIDATION
HNP-V03-000434,SYN-REQ-00217,MSV1-BC4D344A75652191,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3529,NEEDS_EXPERT_VALIDATION
HNP-V03-000435,SYN-REQ-00218,MSV1-8B8A9467488BF619,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000436,SYN-REQ-00218,MSV1-7C529ED4B8C61A5C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000437,SYN-REQ-00219,MSV1-07B3C6C8F17D463D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4074,NEEDS_EXPERT_VALIDATION
HNP-V03-000438,SYN-REQ-00219,MSV1-737512914CB2B21E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000439,SYN-REQ-00220,MSV1-52128E3E0E3D33A1,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000440,SYN-REQ-00220,MSV1-69819AFAC8B3A615,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000441,SYN-REQ-00221,MSV1-6C32BD460DFB443D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000442,SYN-REQ-00221,MSV1-55DC2E9BF4FBF9AB,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000443,SYN-REQ-00222,MSV1-96A6B2B43BF3631C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5882,NEEDS_EXPERT_VALIDATION
HNP-V03-000444,SYN-REQ-00222,MSV1-75F8C49D73FDFC61,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3684,NEEDS_EXPERT_VALIDATION
HNP-V03-000445,SYN-REQ-00223,MSV1-20A085B0DE625A82,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5161,NEEDS_EXPERT_VALIDATION
HNP-V03-000446,SYN-REQ-00223,MSV1-2988EFCB9936FFEE,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4444,NEEDS_EXPERT_VALIDATION
HNP-V03-000447,SYN-REQ-00224,MSV1-05EFC50BCDF6CC63,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4,NEEDS_EXPERT_VALIDATION
HNP-V03-000448,SYN-REQ-00224,MSV1-B3DEB7266369AF7E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.28,NEEDS_EXPERT_VALIDATION
HNP-V03-000449,SYN-REQ-00225,MSV1-1DD2B96769E56A36,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.35,NEEDS_EXPERT_VALIDATION
HNP-V03-000450,SYN-REQ-00225,MSV1-BE3B91946DCA2370,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.32,NEEDS_EXPERT_VALIDATION
HNP-V03-000451,SYN-REQ-00226,MSV1-9CB1C159E9DE1702,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6316,NEEDS_EXPERT_VALIDATION
HNP-V03-000452,SYN-REQ-00226,MSV1-847176C76CF9B4BE,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2759,NEEDS_EXPERT_VALIDATION
HNP-V03-000453,SYN-REQ-00227,MSV1-A46331E26A19A8BE,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000454,SYN-REQ-00227,MSV1-3019F0DF058DB39E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000455,SYN-REQ-00228,MSV1-9FDEDB3D565551F8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4545,NEEDS_EXPERT_VALIDATION
HNP-V03-000456,SYN-REQ-00228,MSV1-1D9AFB2B8FBE43BD,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2857,NEEDS_EXPERT_VALIDATION
HNP-V03-000457,SYN-REQ-00229,MSV1-0ED2ED1564756B60,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000458,SYN-REQ-00229,MSV1-641411B6A2B633A0,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.375,NEEDS_EXPERT_VALIDATION
HNP-V03-000459,SYN-REQ-00230,MSV1-448C692AA3C56426,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1364,NEEDS_EXPERT_VALIDATION
HNP-V03-000460,SYN-REQ-00230,MSV1-792E3433FCF98545,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1364,NEEDS_EXPERT_VALIDATION
HNP-V03-000461,SYN-REQ-00231,MSV1-5A74A5E6D6A38847,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4167,NEEDS_EXPERT_VALIDATION
HNP-V03-000462,SYN-REQ-00231,MSV1-0ED2ED1564756B60,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000463,SYN-REQ-00232,MSV1-F38435544297EB94,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2963,NEEDS_EXPERT_VALIDATION
HNP-V03-000464,SYN-REQ-00232,MSV1-D4D461726248236C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2188,NEEDS_EXPERT_VALIDATION
HNP-V03-000465,SYN-REQ-00233,MSV1-02238C4A32A042ED,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5625,NEEDS_EXPERT_VALIDATION
HNP-V03-000466,SYN-REQ-00233,MSV1-6FDCC2710D8C5C2C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4706,NEEDS_EXPERT_VALIDATION
HNP-V03-000467,SYN-REQ-00234,MSV1-40898EDF142E155F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3929,NEEDS_EXPERT_VALIDATION
HNP-V03-000468,SYN-REQ-00234,MSV1-B1B7ED75CA1BCC17,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3846,NEEDS_EXPERT_VALIDATION
HNP-V03-000469,SYN-REQ-00235,MSV1-565ABCC69BFC8C21,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000470,SYN-REQ-00235,MSV1-0315450B2CB61E4C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2222,NEEDS_EXPERT_VALIDATION
HNP-V03-000471,SYN-REQ-00236,MSV1-6EF4F048756448C6,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6316,NEEDS_EXPERT_VALIDATION
HNP-V03-000472,SYN-REQ-00236,MSV1-F3D37418D2D392C4,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1739,NEEDS_EXPERT_VALIDATION
HNP-V03-000473,SYN-REQ-00237,MSV1-09C030A5B1A92257,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000474,SYN-REQ-00237,MSV1-4BC104BC021BDE99,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4375,NEEDS_EXPERT_VALIDATION
HNP-V03-000475,SYN-REQ-00238,MSV1-26484BFC07983288,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000476,SYN-REQ-00238,MSV1-60A0CA84A6F90365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2143,NEEDS_EXPERT_VALIDATION
HNP-V03-000477,SYN-REQ-00239,MSV1-1D72F742F982F4A6,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000478,SYN-REQ-00239,MSV1-ED0FE1411B49C365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000479,SYN-REQ-00240,MSV1-3CA69F283EC3758F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6,NEEDS_EXPERT_VALIDATION
HNP-V03-000480,SYN-REQ-00240,MSV1-64DE259FE1E0E6C2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5625,NEEDS_EXPERT_VALIDATION
HNP-V03-000481,SYN-REQ-00241,MSV1-015C28253CFD8853,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000482,SYN-REQ-00241,MSV1-69819AFAC8B3A615,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3571,NEEDS_EXPERT_VALIDATION
HNP-V03-000483,SYN-REQ-00242,MSV1-186FC593DE50B73C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4545,NEEDS_EXPERT_VALIDATION
HNP-V03-000484,SYN-REQ-00242,MSV1-60A0CA84A6F90365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1875,NEEDS_EXPERT_VALIDATION
HNP-V03-000485,SYN-REQ-00243,MSV1-DF53E1BAA6D6B768,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4412,NEEDS_EXPERT_VALIDATION
HNP-V03-000486,SYN-REQ-00243,MSV1-47E6442A1C74B0C2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3243,NEEDS_EXPERT_VALIDATION
HNP-V03-000487,SYN-REQ-00244,MSV1-565EF94FE5117E1E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6111,NEEDS_EXPERT_VALIDATION
HNP-V03-000488,SYN-REQ-00244,MSV1-12F63A801CF866BD,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2609,NEEDS_EXPERT_VALIDATION
HNP-V03-000489,SYN-REQ-00245,MSV1-569A450C2A5622A5,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5882,NEEDS_EXPERT_VALIDATION
HNP-V03-000490,SYN-REQ-00245,MSV1-213E37B9CAA23A80,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.381,NEEDS_EXPERT_VALIDATION
HNP-V03-000491,SYN-REQ-00246,MSV1-C8CD7AA62F4A7019,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000492,SYN-REQ-00246,MSV1-61B34B48D696D7E8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000493,SYN-REQ-00247,MSV1-A965A76E368C3248,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000494,SYN-REQ-00247,MSV1-32A3818E92FE9F9C,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4545,NEEDS_EXPERT_VALIDATION
HNP-V03-000495,SYN-REQ-00248,MSV1-599769E8CEC9D2E9,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5882,NEEDS_EXPERT_VALIDATION
HNP-V03-000496,SYN-REQ-00248,MSV1-205CE09E12B85D0D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
HNP-V03-000497,SYN-REQ-00249,MSV1-13205A375C479990,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000498,SYN-REQ-00249,MSV1-7CA230ED15E04BAA,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2273,NEEDS_EXPERT_VALIDATION
HNP-V03-000499,SYN-REQ-00250,MSV1-29AB6D88AA9E548B,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5357,NEEDS_EXPERT_VALIDATION
HNP-V03-000500,SYN-REQ-00250,MSV1-712A820CC4F47C60,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5357,NEEDS_EXPERT_VALIDATION
HNP-V03-000501,SYN-REQ-00251,MSV1-AAE00D50AF1CD098,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5385,NEEDS_EXPERT_VALIDATION
HNP-V03-000502,SYN-REQ-00251,MSV1-3166266265095AC4,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1765,NEEDS_EXPERT_VALIDATION
HNP-V03-000503,SYN-REQ-00252,MSV1-16B81102B868AB72,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.44,NEEDS_EXPERT_VALIDATION
HNP-V03-000504,SYN-REQ-00252,MSV1-1B2ACB868E5F718A,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4,NEEDS_EXPERT_VALIDATION
HNP-V03-000505,SYN-REQ-00253,MSV1-BA9BFF28F6859CD9,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3043,NEEDS_EXPERT_VALIDATION
HNP-V03-000506,SYN-REQ-00253,MSV1-339433C5D0AFDA6F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2963,NEEDS_EXPERT_VALIDATION
HNP-V03-000507,SYN-REQ-00254,MSV1-0F0C4E41CC5D81C1,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5,NEEDS_EXPERT_VALIDATION
HNP-V03-000508,SYN-REQ-00254,MSV1-404EA9F850872249,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3846,NEEDS_EXPERT_VALIDATION
HNP-V03-000509,SYN-REQ-00255,MSV1-061192ED8ED68A4A,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4091,NEEDS_EXPERT_VALIDATION
HNP-V03-000510,SYN-REQ-00255,MSV1-FDAA5EDF2FFD78E0,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.381,NEEDS_EXPERT_VALIDATION
HNP-V03-000511,SYN-REQ-00256,MSV1-6F3E9CF528112016,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.32,NEEDS_EXPERT_VALIDATION
HNP-V03-000512,SYN-REQ-00256,MSV1-04E878D0B5215BF3,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3043,NEEDS_EXPERT_VALIDATION
HNP-V03-000513,SYN-REQ-00257,MSV1-2B8F3F5FCC9BA0F9,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3636,NEEDS_EXPERT_VALIDATION
HNP-V03-000514,SYN-REQ-00257,MSV1-354E5E585285811D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2353,NEEDS_EXPERT_VALIDATION
HNP-V03-000515,SYN-REQ-00258,MSV1-20F792E0924EFE59,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4074,NEEDS_EXPERT_VALIDATION
HNP-V03-000516,SYN-REQ-00258,MSV1-87F68AB4F994D807,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3704,NEEDS_EXPERT_VALIDATION
HNP-V03-000517,SYN-REQ-00259,MSV1-E3B7D83F98A6D404,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6,NEEDS_EXPERT_VALIDATION
HNP-V03-000518,SYN-REQ-00259,MSV1-DB0E7F421461D19D,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5417,NEEDS_EXPERT_VALIDATION
HNP-V03-000519,SYN-REQ-00260,MSV1-60A0CA84A6F90365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2,NEEDS_EXPERT_VALIDATION
HNP-V03-000520,SYN-REQ-00260,MSV1-8F27C798F02C3A59,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.1875,NEEDS_EXPERT_VALIDATION
HNP-V03-000521,SYN-REQ-00261,MSV1-C5D64197CAED8592,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5938,NEEDS_EXPERT_VALIDATION
HNP-V03-000522,SYN-REQ-00261,MSV1-082BF33B5A1498A3,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5758,NEEDS_EXPERT_VALIDATION
HNP-V03-000523,SYN-REQ-00262,MSV1-98DD992119779EA2,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000524,SYN-REQ-00262,MSV1-FDC08FD84406DEC8,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2143,NEEDS_EXPERT_VALIDATION
HNP-V03-000525,SYN-REQ-00263,MSV1-2D53BB16EC7F400E,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.5714,NEEDS_EXPERT_VALIDATION
HNP-V03-000526,SYN-REQ-00263,MSV1-FF9626EE7F5CF6EF,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.375,NEEDS_EXPERT_VALIDATION
HNP-V03-000527,SYN-REQ-00264,MSV1-7180B17CF62EFE2A,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.6,NEEDS_EXPERT_VALIDATION
HNP-V03-000528,SYN-REQ-00264,MSV1-146D0B5543C3EC22,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.25,NEEDS_EXPERT_VALIDATION
HNP-V03-000529,SYN-REQ-00265,MSV1-B3AE01C5253B58DE,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3636,NEEDS_EXPERT_VALIDATION
HNP-V03-000530,SYN-REQ-00265,MSV1-59F94A26EEA1B302,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.2857,NEEDS_EXPERT_VALIDATION
HNP-V03-000531,SYN-REQ-00266,MSV1-9ACC9EEA8D90BF6F,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.4167,NEEDS_EXPERT_VALIDATION
HNP-V03-000532,SYN-REQ-00266,MSV1-60A0CA84A6F90365,HARD_NEGATIVE,LEXICAL_SIMILAR_NOT_GOLD,0.3333,NEEDS_EXPERT_VALIDATION
