tender_id,title,department,category,description,source,source_date,record_type,synthetic_flag
SYN-TENDER-00766,Synthetic procurement: Method for determination of strength of rock materials in triaxial compression,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Method for determination of strength of rock materials in triaxial compression,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00767,Synthetic procurement: Solar cooker - Box type - Specification: Part 2 components (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Solar cooker - Box type - Specification: Part 2 components (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00768,Synthetic procurement: Nominal dimensions of cylindrical machined graphite electrodes with threaded sockets and connecting pins for use in electric arc furnaces,SYNTHETIC,Dimensions,Procurement requirement for product/service conforming to Nominal dimensions of cylindrical machined graphite electrodes with threaded sockets and connecting pins for use in electric arc furnaces,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00769,Synthetic procurement: Justicia adhatoda Hydro-alcoholic Extract for Use in Homoeopathy Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Justicia adhatoda Hydro-alcoholic Extract for Use in Homoeopathy Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00770,Synthetic procurement: Paints - Glossary of Terms ( Third Revision ),SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Paints - Glossary of Terms ( Third Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00771,Synthetic procurement: Internships Quality Guidelines for Host Organizations,SYNTHETIC,System Standard,Procurement requirement for product/service conforming to Internships Quality Guidelines for Host Organizations,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00772,Synthetic procurement: Specification for edible cottonseed flour (Solvent Extracted) (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for edible cottonseed flour (Solvent Extracted) (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00773,Synthetic procurement: Measurement of DC Magnetic AC Magnetic and AC Electric Fields From 1 Hz to 100 kHz with Regard to Exposure of Human Beings Part 2 : Basic standard for measurements,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Measurement of DC Magnetic AC Magnetic and AC Electric Fields From 1 Hz to 100 kHz with Regard to Exposure of Human Beings Part 2 : Basic standard for measurements,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00774,Synthetic procurement: Sodium hypochlorite solution - Specification: Part 1 household and industrial use (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Sodium hypochlorite solution - Specification: Part 1 household and industrial use (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00775,"Synthetic procurement: Specification for muzzle loading shot guns, single and double barrel",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Specification for muzzle loading shot guns, single and double barrel",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00776,Synthetic procurement: TEXTILES - HANDLOOM COTTON CURTAIN CLOTH - SPECIFICATION (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to TEXTILES - HANDLOOM COTTON CURTAIN CLOTH - SPECIFICATION (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00777,Synthetic procurement: Specification for woven (Mesh) type supporting liners for batch type centrifugal machines used in sugar industry (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for woven (Mesh) type supporting liners for batch type centrifugal machines used in sugar industry (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00778,Synthetic procurement: Glossary of terms relating to paper and pulp based packaging materials (First Revision),SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Glossary of terms relating to paper and pulp based packaging materials (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00779,Synthetic procurement: Specification for kokum fat (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for kokum fat (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00780,Synthetic procurement: HOT FOOD CABINETS FOR USE WITH LPG SPECIFICATION First Revision of IS 5544,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to HOT FOOD CABINETS FOR USE WITH LPG SPECIFICATION First Revision of IS 5544,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00781,Synthetic procurement: Veterinary Surgical Instruments - Gimlet for Trephine - Specification (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Veterinary Surgical Instruments - Gimlet for Trephine - Specification (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00782,Synthetic procurement: Machine chucking reamers with morse taper shank -- Specification (second revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Machine chucking reamers with morse taper shank -- Specification (second revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00783,Synthetic procurement: Specification for waxed paper for confectionery (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for waxed paper for confectionery (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00784,Synthetic procurement: Methods for detection of bacteria responsible for food poisoning Part 3 Horizontal method for the detection enumeration and serotyping of Salmonella Sec 3: Guidelines for serotyping of Salmonella spp,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods for detection of bacteria responsible for food poisoning Part 3 Horizontal method for the detection enumeration and serotyping of Salmonella Sec 3: Guidelines for serotyping of Salmonella spp,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00785,Synthetic procurement: Agricultural Tractors — Test Procedures — Power Tests for Drawbar (Second Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Agricultural Tractors — Test Procedures — Power Tests for Drawbar (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00786,Synthetic procurement: Recommendations for modular co - ordination in building industry : vertical co - ordination (First Revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Recommendations for modular co - ordination in building industry : vertical co - ordination (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00787,Synthetic procurement: Methods for measurement of petroleum gases and town gas in bulk,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods for measurement of petroleum gases and town gas in bulk,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00788,Synthetic procurement: Transformers and inductors for use in electronic and telecommunication equipment: Part 3 Secal specification for power transformers onthe basis of capABility approval procedure,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Transformers and inductors for use in electronic and telecommunication equipment: Part 3 Secal specification for power transformers onthe basis of capABility approval procedure,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00789,Synthetic procurement: Textile machinery and accessories - Winding - Basic terms,SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Textile machinery and accessories - Winding - Basic terms,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00790,Synthetic procurement: General requirements for silos for grain storage: Part 1 constructional requirements,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to General requirements for silos for grain storage: Part 1 constructional requirements,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00791,Synthetic procurement: Lining of Vessels and Equipment for Chemical Processes - Code of Practice Part 6 Phenolic Resin Lining (First Revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Lining of Vessels and Equipment for Chemical Processes - Code of Practice Part 6 Phenolic Resin Lining (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00792,Synthetic procurement: Animal feeding stuffs - Determination of potassium and sodium contents - Methods using flame-emission spectrometry,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Animal feeding stuffs - Determination of potassium and sodium contents - Methods using flame-emission spectrometry,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00793,Synthetic procurement: Safety and Relief Valves and their Parts - Glossary of Terms (First Revision),SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Safety and Relief Valves and their Parts - Glossary of Terms (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00794,Synthetic procurement: Identification cards Integrated circuit cards Part 4: Organization security and commands for interchange First Revision,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Identification cards Integrated circuit cards Part 4: Organization security and commands for interchange First Revision,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00795,Synthetic procurement: Maida - Specification(Third Revision of IS 1009),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Maida - Specification(Third Revision of IS 1009),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00796,Synthetic procurement: Methods of Sampling and Physical Tests for Refractory Materials : Part 28 Determination of dynamic Young's modulus (MOE) by impulse excitation of vibration,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of Sampling and Physical Tests for Refractory Materials : Part 28 Determination of dynamic Young's modulus (MOE) by impulse excitation of vibration,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00797,"Synthetic procurement: Beeswax, crude and refined specification (Third Revision)",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Beeswax, crude and refined specification (Third Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00798,Synthetic procurement: Document Management — Electronically Stored Information — Recommendations for Trustworthiness and Reliability,SYNTHETIC,Others,Procurement requirement for product/service conforming to Document Management — Electronically Stored Information — Recommendations for Trustworthiness and Reliability,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00799,Synthetic procurement: Optics and photonics -- Microlens arrays: Part 2 Test methods for wavefront aberrations,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Optics and photonics -- Microlens arrays: Part 2 Test methods for wavefront aberrations,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00800,Synthetic procurement: Marine Energy wave tidal and other water current converters Part 20 : Design and Analysis of an Ocean Thermal Energy Conversion OTEC plant General Guidance,SYNTHETIC,Dimensions,Procurement requirement for product/service conforming to Marine Energy wave tidal and other water current converters Part 20 : Design and Analysis of an Ocean Thermal Energy Conversion OTEC plant General Guidance,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00801,Synthetic procurement: Muscovite mica scrap for mica paper - Specification,SYNTHETIC,Others,Procurement requirement for product/service conforming to Muscovite mica scrap for mica paper - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00802,Synthetic procurement: Thiobencarb emulsifiable concentrate EC - Specification (first revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Thiobencarb emulsifiable concentrate EC - Specification (first revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00803,Synthetic procurement: Specifications for particular types of winding wires Part 27 Paper tape covered Section 1 Round copper wire,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specifications for particular types of winding wires Part 27 Paper tape covered Section 1 Round copper wire,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00804,Synthetic procurement: Mechanical pencils for technical drawings Part 2: Black leads Classification and dimensions,SYNTHETIC,Dimensions,Procurement requirement for product/service conforming to Mechanical pencils for technical drawings Part 2: Black leads Classification and dimensions,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00805,Synthetic procurement: Fertilizer and Chemical Injection System Part 2 Water Driven Chemical Injector Pump - Specification ( First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Fertilizer and Chemical Injection System Part 2 Water Driven Chemical Injector Pump - Specification ( First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00806,Synthetic procurement: Specification for Washers For Water Fittings For Fire Fighting Purposes (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for Washers For Water Fittings For Fire Fighting Purposes (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00807,Synthetic procurement: Ducted and package air - Conditioners - Specification (Second Revision),SYNTHETIC,-,Procurement requirement for product/service conforming to Ducted and package air - Conditioners - Specification (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00808,Synthetic procurement: Resin for Paints - Methods of Sampling and Test Part 6 Special Test Methods for Amino Resins ( Third Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Resin for Paints - Methods of Sampling and Test Part 6 Special Test Methods for Amino Resins ( Third Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00809,"Synthetic procurement: Carmoisine, food grade - Specification (Third Revision)",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Carmoisine, food grade - Specification (Third Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00810,Synthetic procurement: Geographic information Reference model Part 2: Imagery,SYNTHETIC,Others,Procurement requirement for product/service conforming to Geographic information Reference model Part 2: Imagery,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00811,Synthetic procurement: Geosynthetics - Determination of thickness at specified pressures (Part 3) : Single layers (first revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Geosynthetics - Determination of thickness at specified pressures (Part 3) : Single layers (first revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00812,Synthetic procurement: Specification for primary aluminium ingots for remelting for general engineering purposes (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for primary aluminium ingots for remelting for general engineering purposes (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00813,Synthetic procurement: Dentistry Portable Dental Equipment for use in NonPermanent Healthcare Environment Part 1 General Requirements,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Dentistry Portable Dental Equipment for use in NonPermanent Healthcare Environment Part 1 General Requirements,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00814,"Synthetic procurement: Specification for radio frequency coaxial cables: Part 1 solid polyethylene: Sec 2 flexible, type R 50 - 3 - A02",SYNTHETIC,Others,"Procurement requirement for product/service conforming to Specification for radio frequency coaxial cables: Part 1 solid polyethylene: Sec 2 flexible, type R 50 - 3 - A02",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00815,Synthetic procurement: Engineers' Drawing Instruments - Rotating Compasses,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Engineers' Drawing Instruments - Rotating Compasses,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00816,Synthetic procurement: Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 35 Silica (Second Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 35 Silica (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00817,Synthetic procurement: Methods of Physical Testing of Leather Part 2 Determination of Abrasion Resistance Section 2 Martindale Ball Plate Method,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of Physical Testing of Leather Part 2 Determination of Abrasion Resistance Section 2 Martindale Ball Plate Method,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00818,Synthetic procurement: Industrial trucks - Verification of stability - Additional stability test for trucks operating in the special condition of stacking with load laterally displaced by powered devices (First Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Industrial trucks - Verification of stability - Additional stability test for trucks operating in the special condition of stacking with load laterally displaced by powered devices (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00819,Synthetic procurement: Performance evaluation of materials used for liquid penetrant test (First Revision),SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Performance evaluation of materials used for liquid penetrant test (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00820,Synthetic procurement: Total sulphur and sulphur compounds in soils - Methods of determination (first revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Total sulphur and sulphur compounds in soils - Methods of determination (first revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00821,Synthetic procurement: Methods of Test for Coated and Treated Fabrics: Part 5 Rubber- or Plastics-Coated Fabrics - Determination of Coating Adhesion (Third Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of Test for Coated and Treated Fabrics: Part 5 Rubber- or Plastics-Coated Fabrics - Determination of Coating Adhesion (Third Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00822,Synthetic procurement: Nameplates -- Dimensions: Part 4 Elliptical and segmental nameplates (First Revision),SYNTHETIC,Dimensions,Procurement requirement for product/service conforming to Nameplates -- Dimensions: Part 4 Elliptical and segmental nameplates (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00823,Synthetic procurement: Design and construction of pile foundations - Code of practice: Part 4 load test on piles (Second Revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Design and construction of pile foundations - Code of practice: Part 4 load test on piles (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00824,Synthetic procurement: Hybrid communication cables Part 3-10: Outdoor hybrid cables Family specification for FTTA hybrid communication cables,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Hybrid communication cables Part 3-10: Outdoor hybrid cables Family specification for FTTA hybrid communication cables,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00825,Synthetic procurement: Specification for bauxite powder for foundry washes,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for bauxite powder for foundry washes,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00826,Synthetic procurement: Safety of Machinery - Electrical Equipment of Machines Part 34 Requirements for Machine Tools,SYNTHETIC,Others,Procurement requirement for product/service conforming to Safety of Machinery - Electrical Equipment of Machines Part 34 Requirements for Machine Tools,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00827,Synthetic procurement: Assessment service delivery - Procedures and methods to assess people in work and organizational settings Part 1: Requirements for the client,SYNTHETIC,Others,Procurement requirement for product/service conforming to Assessment service delivery - Procedures and methods to assess people in work and organizational settings Part 1: Requirements for the client,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00828,Synthetic procurement: Surface - Active Agents and Detergents - Determination of Water Content - Kari Fischer Methods,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Surface - Active Agents and Detergents - Determination of Water Content - Kari Fischer Methods,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00829,Synthetic procurement: Biofertilizer - Liquid Based Phosphate Solubilizing Bacterial Inoculants ( PSBI ) - Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Biofertilizer - Liquid Based Phosphate Solubilizing Bacterial Inoculants ( PSBI ) - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00830,Synthetic procurement: Polypropylene Enema Can - Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Polypropylene Enema Can - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00831,Synthetic procurement: MECHANICAL VIBRATION - MEASUREMENT AND EVALUATION OF MACHINE VIBRATION PART 3 INDUSTRIAL MACHINERY WITH A POWER RATING ABOVE 15 KW AND OPERATING SPEEDS BETWEEN 120 R/MIN AND 30 000 R/MIN,SYNTHETIC,Others,Procurement requirement for product/service conforming to MECHANICAL VIBRATION - MEASUREMENT AND EVALUATION OF MACHINE VIBRATION PART 3 INDUSTRIAL MACHINERY WITH A POWER RATING ABOVE 15 KW AND OPERATING SPEEDS BETWEEN 120 R/MIN AND 30 000 R/MIN,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00832,Synthetic procurement: Specification for nylon fabrics for coating with natural or synthetic elastomers,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for nylon fabrics for coating with natural or synthetic elastomers,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00833,"Synthetic procurement: Eye Surgery Instruments - Retractor, Eye Lachrymal Sac, Muller's Pattern - Specification (First Revision)",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Eye Surgery Instruments - Retractor, Eye Lachrymal Sac, Muller's Pattern - Specification (First Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00834,Synthetic procurement: Water Quality Sampling Part 14: Guidance on Quality Assurance and Quality Control of Environmental Water Sampling and Handling,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Water Quality Sampling Part 14: Guidance on Quality Assurance and Quality Control of Environmental Water Sampling and Handling,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00835,Synthetic procurement: Aerospace - MJ threads: Part 3 limit dimensions for fittings for fluid systems (First Revision),SYNTHETIC,Dimensions,Procurement requirement for product/service conforming to Aerospace - MJ threads: Part 3 limit dimensions for fittings for fluid systems (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00836,Synthetic procurement: Compressed - Air dryers - Specifications and testing,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Compressed - Air dryers - Specifications and testing,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00837,Synthetic procurement: Nanotechnologies - Vocabulary: Part 2 Nano - Objects,SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Nanotechnologies - Vocabulary: Part 2 Nano - Objects,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00838,Synthetic procurement: Nanotechnologies - Vocabulary Part 4 Nanostructured Materials,SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Nanotechnologies - Vocabulary Part 4 Nanostructured Materials,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00839,Synthetic procurement: Agro-Textiles Laminated Woven Orchard Protection Covers Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Agro-Textiles Laminated Woven Orchard Protection Covers Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00840,Synthetic procurement: Alumintum foil laminatefor packaging - Specification (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Alumintum foil laminatefor packaging - Specification (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00841,Synthetic procurement: Reinforced concrete poles for overhead power and telecommunication lines - Specification (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Reinforced concrete poles for overhead power and telecommunication lines - Specification (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00842,Synthetic procurement: Specification for menstrual regulation syringe,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for menstrual regulation syringe,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00843,Synthetic procurement: Lifts for The Transport of Persons and Goods PART 10 Replacement of Existing Passenger and Goods Passenger Lifts in Existing Buildings,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Lifts for The Transport of Persons and Goods PART 10 Replacement of Existing Passenger and Goods Passenger Lifts in Existing Buildings,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00844,Synthetic procurement: BLANK GRANULES SPECIFICATION first revision,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to BLANK GRANULES SPECIFICATION first revision,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00845,Synthetic procurement: Direct Recording Electrical Measuring Instruments and Their Accessories ( First Revision ),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Direct Recording Electrical Measuring Instruments and Their Accessories ( First Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00846,Synthetic procurement: Specification for castor oil (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for castor oil (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00847,Synthetic procurement: Specification for silver thread (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for silver thread (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00848,Synthetic procurement: EARTH-MOVING MACHINERY COLLISION WARNING AND AVOIDANCE PART 1: GENERAL REQUIREMENTS,SYNTHETIC,Others,Procurement requirement for product/service conforming to EARTH-MOVING MACHINERY COLLISION WARNING AND AVOIDANCE PART 1: GENERAL REQUIREMENTS,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00849,Synthetic procurement: Barley Powder - Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Barley Powder - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00850,Synthetic procurement: Hacksaw blades -- Specification (second revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Hacksaw blades -- Specification (second revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-00851,Synthetic procurement: Tools for Moulding — Tool Specification Sheet for Diecasting Dies,SYNTHETIC,Others,Procurement requirement for product/service conforming to Tools for Moulding — Tool Specification Sheet for Diecasting Dies,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
