pair_id,query,positive_standard_id,negative_standard_id,label,difficulty,reason,source,record_type,synthetic_flag
PAIR-3C9CF60513AB6B81,Need procurement guidance for Accessibility in built environment for older adults and persons with disabilities - Requirements (Second Revision ),MSV1-EC2DDB68495AFC83,MSV1-004C98D832C5072F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4778B05848B1B3CE,"Need procurement guidance for Specification for conductors and earth wire accessories for overhead power lines: Part 1 armour rods, binding wires and tapes for conductors (First Revision)",MSV1-A412C35F9BE41BB4,MSV1-FDC3928C4349E2D7,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-72DBCC062223DC23,Need procurement guidance for Warfarin bait concentrates - Specification (first revision),MSV1-1C80BDE2E0F549E4,MSV1-266E94DA4CFEBDF8,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B12D333F7FB4F171,Need procurement guidance for Inland vessels - Detachable steel ladder - Specification (First Revision),MSV1-A9C2B4E14774207F,MSV1-8286A7910822A14F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1301CE125F2CA072,Need procurement guidance for Municipal Governance Part 5: Municipal Grievance Redressal Section 1: Taxonomy,MSV1-E3E8D8FACBD76B8D,MSV1-6FBA1DAFCA0B4BC2,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-94C59671238A3F58,Need procurement guidance for Textiles – tests for colour fastness Part E08 Colour fastness to hot water,MSV1-30E77EEDB9D1C609,MSV1-4F790F6EDA5FADBE,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6EF6B0BE90CABA9B,Need procurement guidance for Asbestos Cement Products - Methods of Test,MSV1-76EF991EF661E5DB,MSV1-8A9E6EBD64D93A35,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-BDE1BC793E5080B7,Need procurement guidance for Textiles — Awnings for Leisure Accommodation Vehicles — Requirements and Test Methods ( Second Revision ),MSV1-8ADB0D53888F4BBA,MSV1-49ABFF12003AFB73,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6EE33A202F071682,Need procurement guidance for Steel Wire for Hose Reinforcement - Specification,MSV1-7100AE289AE97D59,MSV1-A168F65661DEDC41,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-58CBAD7B52857218,Need procurement guidance for STAINLESS STEEL KEG FOR BEER - SPECIFICATION,MSV1-B4AAA6C3ECB541EB,MSV1-60D1051108402B1D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6BFD912F2020B143,Need procurement guidance for Aircraft pressure cabin ground test connections,MSV1-09FA19410287D54E,MSV1-6BC50B43B1232A70,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1F2BE504790208B9,Need procurement guidance for Specification for ballast rakes,MSV1-42F4E7EB33A1D949,MSV1-F1075AADA121C0E0,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-096D82B640BF04BE,Need procurement guidance for Methods of sampling and physical tests for refractory materials: Part 12 method for determination of bulk density and true porosity of shaped insulating refractory products (Second Revision),MSV1-656AEEF15F3E2AA8,MSV1-BF0C9DF2E7E5E204,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-5316DA482C75ABD3,Need procurement guidance for Equipment for Determination of Shrinkage Factors of Soils - Specification (First Revision),MSV1-462F786FE3830BE9,MSV1-2F3BDDBC99AFD7CC,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-737AA7269F19351C,Need procurement guidance for Refractories for forge and heat treatment furnaces - Recommendations,MSV1-318A017F224E64AC,MSV1-4C2D41480F7A753B,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-ED1DF567C2FEA9FE,Need procurement guidance for Recommendations for measurement of quality characteristics of gudgeon pins,MSV1-304ED5034A5B79CB,MSV1-380BFA15FA91DDA1,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7FB8767A9CFDE12C,Need procurement guidance for Technical supply conditions for aluminium alloy pistons for internal combustion engines (First Revision),MSV1-5B15BA35134D8687,MSV1-2A9C83D771DFE121,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-340D68D3D13B6941,Need procurement guidance for Information Technology Service Management Part 10 Concepts and Vocabulary (First Revision),MSV1-FFA6F79404506785,MSV1-2E76BB65158CA5C5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1E7093795A0A788B,"Need procurement guidance for Petroleum, chemical and gas service industries — Packaged, integrally geared centrifugal air compressors (Adoption of ISO 10442: 2002)",MSV1-98EBCD0A359757DD,MSV1-E46511DE744B73B5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-485A9D0440A10709,"Need procurement guidance for Photovoltaic (PV) module performance testing and energy rating: Part 2 spectral responsivity, incidence angle and module operating temperature measurements",MSV1-001C0E4BA95726BE,MSV1-2E84423DF528C5B9,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-3EE6668F3FE39D9F,Need procurement guidance for Leksell's Rongeur for Neurosurgery (First Revision),MSV1-3B6D22545228CBCD,MSV1-77F934C37D519D00,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6633B119CD629C79,Need procurement guidance for Symbols and notations for correction of illustrations and illustration proofs,MSV1-25EB4163FF4761F8,MSV1-509EC62B7AFBD884,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-49657DD0E2B81C74,Need procurement guidance for ELECTROPLATED COATINGS OF COPPER - SPECIFICATION,MSV1-C6B32D87E227C66B,MSV1-DF3CA41ABA177AD9,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-E0BE17529BBFFB93,Need procurement guidance for Methods of Sampling and Test Physical and Chemical For Water and Wastewater Part 8 Taste Rating Second Revision,MSV1-CF653282E5B4A860,MSV1-2FC872E2E581C060,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-EE26053470B76951,Need procurement guidance for Secondary Lithium - lon Cells For the Propulsion of Electric Road Vehicles Part 3 Safety Requirements,MSV1-D7F3E0111E07308F,MSV1-E8EE376820663D9F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F8783D8707971AD4,Need procurement guidance for Service excellence — Maturity model,MSV1-751B09B2A3E9B0DB,MSV1-2C83D60E7A9DB8BF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4E606BCDE7392844,Need procurement guidance for Tool Holders with rectangular shank for Indexable Inserts: Part 10 Style N,MSV1-D349D56666718B64,MSV1-5B52C7D5D4E08E39,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-342B8B91DF3D4990,Need procurement guidance for Arc welding equipment: Part 6 Limited duty equipment,MSV1-C4F256E4EE87008D,MSV1-EC8A111CDD534EBE,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-168BCCAB7FC9C4EE,Need procurement guidance for Geometrical product specifications (GPS) -- Filtration : Part 85 Morphological areal filters: Segmentation,MSV1-26E106007547FB2D,MSV1-79E657A93266B722,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-382612A1F980C2BB,Need procurement guidance for Specification for smoked bacon (First Revision),MSV1-0FBC9BAF111E9155,MSV1-FE7E3096BC4B01B2,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4029FFD0027F1951,Need procurement guidance for Environmental - Tests for aircraft - Equipment: Part 11 differential pressure,MSV1-E804FDDC3BC2F480,MSV1-1482F4E9141810D7,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-56C52ECDC7256D93,Need procurement guidance for Security and Resilience — Organizational Resilience — Principles and Attributes,MSV1-6133420719FE11BD,MSV1-55BEC0A0A69C5A71,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-9C53153A82512262,"Need procurement guidance for Specification for radio frequency connectors of BNC, TNC and UHF series: Part 1 test schedule and requirements",MSV1-77301643451D81AE,MSV1-9A910BCD6BC91FC3,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-E3234BB0A84E4532,Need procurement guidance for Methods of Physical Testing of Leather Part 5 Determination of tear load Section 1 Single edge tear,MSV1-525BC7B97E83BBBB,MSV1-6AFDAACA82AAFFA7,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-911E6624828C4C62,Need procurement guidance for Health Informatics — Device Interoperability Part 10472 Personal Health Device Communication — Device Specialization — Medication Monitor,MSV1-7005BF57991C3CF9,MSV1-A22D395DE49873EC,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F04A2AA4C9ACA307,"Need procurement guidance for Methods for detection of bacteria responsible for food poisoning: Part 2 Isolation, identification and enumeration of staphylococcus aureus and faecal streptococci ( First Revision)",MSV1-243FA9A47390FE9E,MSV1-979572DD37015507,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4DD1157A88DBF852,Need procurement guidance for Corrugated Fibreboards - Methods of Test Part 3 Water Resistance of Glue Bond by Immersion (first revision),MSV1-1989CA5BA55090B2,MSV1-52D3A0E2D06B0548,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-AD88B239EB772840,Need procurement guidance for Method of test for ferrule type couplings used in oil - Hydraulic systems,MSV1-7EB5E652D9182EA0,MSV1-DA4697C3A4F4D1C7,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-BB2A8CC84F637979,Need procurement guidance for Code of practice for welding of mild steel plain and deformed bars for reinforced concrete construction (First Revision),MSV1-952D254E08437699,MSV1-1A1F87E4F9235696,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-2668D3425BECFE7A,"Need procurement guidance for Ferrous Sulphate Heptahydrate, Agricultural Grade - Specification ( First Revision )",MSV1-2403317BCEE64212,MSV1-F7D88FEE4FB65AB5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-584F65F3572436C8,Need procurement guidance for Petroleum 1ndustr% - Terminology: Part 4 refining (First Revision),MSV1-3D4F3A5423911BBF,MSV1-63EAE4BFC527F31E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-267B37AC6567A950,Need procurement guidance for Interconnection and Interoperability of Distributed Energy Resources with Associated Electric Power Systems Interfaces,MSV1-549F7786C2668B10,MSV1-C96D6BFD5FF85814,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1D527B39AC8376A2,Need procurement guidance for Mountaineering - Glossary of terms (First Revision),MSV1-A487AF116DC351FB,MSV1-8C9598EE79D6278D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-79837CAE9A351946,Need procurement guidance for Conformity assessment - General Principles and Requirements for Validation and Verification Bodies,MSV1-65AA91A23EC23121,MSV1-6C949DECCC7DA032,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-35F956866F5E3148,Need procurement guidance for Secondary cells and batieries containing alkaline or other non - Acid electrolytes - Nickel - Cadmium prismatic secondary single cells with partial gas recombination,MSV1-512760FEF1742395,MSV1-7EF41216F4FBC95E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D0D6EE2F155AB794,Need procurement guidance for Specification for counterbores with parallel shanks and solid pilots (first revision),MSV1-0F0C24BC032739B6,MSV1-0473D8312A5D0258,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4E477F8C0E220EBB,Need procurement guidance for Medical Devices - Sleep Apnoea Breathing Therapy - Masks and Application Accessories,MSV1-E3C746F476C53841,MSV1-1372F14D2A1B1F12,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-96FD7EAD4E28C91A,Need procurement guidance for Knurled nuts - Specification (Second Revision),MSV1-3E3EDD029B3617FE,MSV1-43721D8A4655E3AD,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-A50ADB497DBE7769,Need procurement guidance for Plastics - Thermoplastic polyurethanes for moulding and extrusion : Part 2 preparation of test specimens and determination of properties,MSV1-56038D981AFF9916,MSV1-1D4306A00CBC72EE,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-21DF6975A28530A7,Need procurement guidance for Graphic Technology - Blankets for Offset Printing (First Revision),MSV1-87FEC3C96B907FD9,MSV1-086E9EC74539323E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B6045E581E1A9BEA,Need procurement guidance for Navigation lights for large sea - Going power - Driven vessels: Part 1 positioning and screening of lights,MSV1-927D25A7FC8943E8,MSV1-B4A47E081398398A,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-8411558EF231FA11,Need procurement guidance for Rubber - Methods of Test Part 1 Measurement of vulcanization characteristics using curemeters Section 3 Rotorless curemeter,MSV1-94E61CC00A28B3B2,MSV1-C0188A0782D1EA4F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7978DA46A247B105,Need procurement guidance for Electrical Safety in Low Voltage Distribution Systems Up to 1 000 V a.c and 1 500 V d.c Equipment for Testing Measuring or Monitoring of Protective Measures- Part 13 Hand- Held and Hand-Manipulated Current Clamps and Sensors for Measurement of Leakage Currents in Electrical Distribution Systems,MSV1-B68AEB03B813A8ED,MSV1-CBBBF115B4FBF8D3,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-8272A604BBBF24E3,Need procurement guidance for Sterilization of health care products General requirements for characterization of a sterilizing agent and the development validation and routine control of a sterilization process for medical devices,MSV1-988C597FA7EF0E05,MSV1-DD9F5C4380AD4411,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-E8F3827D0E360A35,Need procurement guidance for ELECTRICAL INSTALLATIONS IN SHIPS SPECIFICATION PART 5 SPECIAL FEATURES Section 2 Tankers,MSV1-3C616020D0B2D561,MSV1-99A5A711D143F686,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-893AC416DF167F16,Need procurement guidance for Specification for dehydrated cabbage,MSV1-8104DF533F9449E7,MSV1-E1FD852317B085BE,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-943448A1394B3E07,Need procurement guidance for Garam masala - Specification (First Revision),MSV1-BDC634ED5FAE5251,MSV1-50938891F663039B,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1B9136F19F508754,Need procurement guidance for Sodium dichloroisocyanurate - Specification,MSV1-BEA0B0F3441CF947,MSV1-E958624F037B8A26,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7D5DD454C6ED273F,Need procurement guidance for Electrotechnical vocabulary: Part 63 nuclear instrumentation,MSV1-60B648B6C2BB0F99,MSV1-753FED200338D0DC,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-44A7737922DE678E,Need procurement guidance for Blow moulded polyolefin containers - Specification: Part 1 : up to 5 litres capacity (Second Revision),MSV1-142F1C1157159420,MSV1-F256EED7CB7C8AFD,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7F621D95D5E7C2D9,Need procurement guidance for Packagng code: Part 4 packages section 2 paper and paper based packages,MSV1-EF12F5AA5A68CA82,MSV1-60814F7F2AD0BD24,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D8AA8041E4F390DE,Need procurement guidance for Ativisha (Aconitum heterophyllum Wall. ex. Royle) Root for use in Traditional Medicine - Specification,MSV1-1DE480DBE1F67D57,MSV1-2545C841E1377EFF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-BAEC4936A04C9774,Need procurement guidance for Methods of test for soils: Part 37 Determination of sand equivalent values of soils and fine aggregates,MSV1-7BA7C872CEAC6101,MSV1-3700A1929A9C5808,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7D896B6B5371D421,Need procurement guidance for Space Systems - Early Operations Part 3 Commissioning Report,MSV1-165A6DF16A6AA9A6,MSV1-AA7D5806FCCE286E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-CF12FB887313C41F,Need procurement guidance for Equipment reliability testing: Part 2 design of test cycles (First Revision),MSV1-C094021B41C5C091,MSV1-CFC8BBA0E47F0924,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-0D1A08342988794E,Need procurement guidance for Hand-sawing Of Timber - Guide,MSV1-083AFBB17DB556A2,MSV1-3BF7E70E90CEEB84,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-FDBFE23EDEA42211,Need procurement guidance for Welded and seamless steel dissolved acetylene gas cylinders - Specification (Third Revision),MSV1-49790E6845BD44FB,MSV1-9F40D499F9D1C399,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6F57282F02BDE68E,Need procurement guidance for Electrical accessories Circuit-breakers for overcurrent protection for household and similar installations Part 2: Circuit-breakers for AC and DC operation,MSV1-562F489441C11FE0,MSV1-3012730D874A0D73,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-A23A897773021AA7,"Need procurement guidance for Hydraulic Fluid Power - Pressure-reducing Valves, Sequence Valves, Unloading Valves, Throttle Valves and Check Valves - Mounting Surfaces ( Second Revision )",MSV1-2FCA7467DD1D320A,MSV1-7365442441866C4D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-8559EC82A71EA7D3,Need procurement guidance for Single-Speed Three-Phase Induction Motors for Driving Lifts - Specification (First Revision),MSV1-28763C3E37AAD3DA,MSV1-B62755A052F264FA,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-FFD7404F9EC42945,Need procurement guidance for Glossary of Terms related to River Valley Projects Part 19 Grouting,MSV1-DC3AAFCC673A5BC6,MSV1-6B34415A9F3F4CB3,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-12C10E2B768E8EE4,Need procurement guidance for Prefilled Syringes Part 4 Glass Barrels for Injectables and Sterilized Subassembled Syringes Ready for Filling,MSV1-E141BC5B82BA745D,MSV1-20964FCE3992C5DA,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
