requirement_id,tender_id,requirement_text,product,category,technical_attributes,mandatory_constraints,quantity,unit,record_type,synthetic_flag
SYN-REQ-01471,SYN-TENDER-01471,Procurement requirement for product/service conforming to Helical compression springs: Part 4 selection of standard cold coiled springs made from circular section wire and bar,Helical compression springs: Part 4 selection of standard cold coiled springs made from circular section wire and bar,Dimensions,helical; compression; springs; 4; selection; standard; cold; coiled; made; from; circular; wire,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01472,SYN-TENDER-01472,Procurement requirement for product/service conforming to Test methods for electrical materials interconnection structures and assemblies Part 1 General test methods and methodology,Test methods for electrical materials interconnection structures and assemblies Part 1 General test methods and methodology,Methods of Tests,test; electrical; materials; interconnection; structures; assemblies; 1; general; methodology,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01473,SYN-TENDER-01473,"Procurement requirement for product/service conforming to Specification for gauge, depth, ptfe (Teflon) piston","Specification for gauge, depth, ptfe (Teflon) piston",Product Specification,gauge; depth; ptfe; teflon; piston,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01474,SYN-TENDER-01474,Procurement requirement for product/service conforming to Measurement of sound insulation in buildings and of building elements: Part 1 requirements for laboratories,Measurement of sound insulation in buildings and of building elements: Part 1 requirements for laboratories,Methods of Tests,measurement; sound; insulation; buildings; building; elements; 1; laboratories,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01475,SYN-TENDER-01475,Procurement requirement for product/service conforming to Classification and basic requirements of pilot craft,Classification and basic requirements of pilot craft,Product Specification,classification; basic; pilot; craft,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01476,SYN-TENDER-01476,Procurement requirement for product/service conforming to Steel Countersunk Head Wire Nails - Specification ( Second Revision ),Steel Countersunk Head Wire Nails - Specification ( Second Revision ),Product Specification,steel; countersunk; head; wire; nails; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01477,SYN-TENDER-01477,Procurement requirement for product/service conforming to Plain Copier Paper — Specification (Second Revision),Plain Copier Paper — Specification (Second Revision),Product Specification,plain; copier; paper; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01478,SYN-TENDER-01478,"Procurement requirement for product/service conforming to Gypsum Plaster, Concrete and Products - Methods of Test: Part 1 Plaster and Concrete Section 1 Determination of Normal Consistency of Gypsum Plaster (Second Revision)","Gypsum Plaster, Concrete and Products - Methods of Test: Part 1 Plaster and Concrete Section 1 Determination of Normal Consistency of Gypsum Plaster (Second Revision)",Methods of Tests,gypsum; plaster; concrete; products; test; 1; determination; normal; consistency; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01479,SYN-TENDER-01479,Procurement requirement for product/service conforming to Methods of chemical analysis of alumino silicate refractory materials: Part 5 determination of titanium,Methods of chemical analysis of alumino silicate refractory materials: Part 5 determination of titanium,Methods of Tests,chemical; analysis; alumino; silicate; refractory; materials; 5; determination; titanium,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01480,SYN-TENDER-01480,Procurement requirement for product/service conforming to ROAD VEHICLES - COMPRESSED NATURAL GAS (CNG) / BIO- COMPRESSED NATURAL GAS (BIO- CNG) / LIQUEFIED PETROLEUM GAS (LPG) - FUEL SYSTEM COMPONENTS - CNG / BIO- CNG / LPG CONDUIT (VENTILATION HOSE / PIPE) (First Revision),ROAD VEHICLES - COMPRESSED NATURAL GAS (CNG) / BIO- COMPRESSED NATURAL GAS (BIO- CNG) / LIQUEFIED PETROLEUM GAS (LPG) - FUEL SYSTEM COMPONENTS - CNG / BIO- CNG / LPG CONDUIT (VENTILATION HOSE / PIPE) (First Revision),Methods of Tests,road; vehicles; compressed; natural; gas; cng; bio; liquefied; petroleum; lpg; fuel; system,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01481,SYN-TENDER-01481,"Procurement requirement for product/service conforming to Phosphorous Pentachloride, Technical - Specification ( First Revision )","Phosphorous Pentachloride, Technical - Specification ( First Revision )",Product Specification,phosphorous; pentachloride; technical; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01482,SYN-TENDER-01482,"Procurement requirement for product/service conforming to Dish washing machine, heavy duty, ratchet type - Specification","Dish washing machine, heavy duty, ratchet type - Specification",Product Specification,dish; washing; machine; heavy; duty; ratchet; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01483,SYN-TENDER-01483,Procurement requirement for product/service conforming to Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 39 Oil and Grease ( Second Revision),Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 39 Oil and Grease ( Second Revision),Methods of Tests,sampling; test; physical; chemical; water; wastewater; 39; oil; grease; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01484,SYN-TENDER-01484,Procurement requirement for product/service conforming to Ships and marine structures - Derrick rigs and component parts - Vocabulary (Second Revision),Ships and marine structures - Derrick rigs and component parts - Vocabulary (Second Revision),Terminology,ships; marine; structures; derrick; rigs; component; parts; vocabulary; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01485,SYN-TENDER-01485,Procurement requirement for product/service conforming to Household Zig-Zag Sewing Machine/Head Part 4 Durability Requirements (First Revision),Household Zig-Zag Sewing Machine/Head Part 4 Durability Requirements (First Revision),Product Specification,household; zig; zag; sewing; machine; head; 4; durability; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01486,SYN-TENDER-01486,Procurement requirement for product/service conforming to Metallic materials - Instrumented indentation test for hardness and materials parameters: Part 2 verification and calibration of testing machines,Metallic materials - Instrumented indentation test for hardness and materials parameters: Part 2 verification and calibration of testing machines,Methods of Tests,metallic; materials; instrumented; indentation; test; hardness; parameters; 2; verification; calibration; testing; machines,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01487,SYN-TENDER-01487,Procurement requirement for product/service conforming to HVDC installations Guidelines on asset management,HVDC installations Guidelines on asset management,Code of Practice,hvdc; installations; on; asset; management,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01488,SYN-TENDER-01488,Procurement requirement for product/service conforming to Textiles - Determination of burning behaviour of textile floor coverings,Textiles - Determination of burning behaviour of textile floor coverings,Methods of Tests,textiles; determination; burning; behaviour; textile; floor; coverings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01489,SYN-TENDER-01489,"Procurement requirement for product/service conforming to Specification for honey extractor, Tangential Type","Specification for honey extractor, Tangential Type",Product Specification,honey; extractor; tangential; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01490,SYN-TENDER-01490,Procurement requirement for product/service conforming to Method for determination of physical characteristics of doughs made from wheat flour: Part 3 water absorption and rheolog properties using a valorigraph,Method for determination of physical characteristics of doughs made from wheat flour: Part 3 water absorption and rheolog properties using a valorigraph,Methods of Tests,determination; physical; characteristics; doughs; made; from; wheat; flour; 3; water; absorption; rheolog,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01491,SYN-TENDER-01491,Procurement requirement for product/service conforming to Fishing nets – Determination of elongation of netting yarns (first revision),Fishing nets – Determination of elongation of netting yarns (first revision),Methods of Tests,fishing; nets; determination; elongation; netting; yarns; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01492,SYN-TENDER-01492,Procurement requirement for product/service conforming to Cinematography - Magnetic Sound Records on 70 mm Motion-Pictures Releases Prints with Magnetic Stripes - A-Chain Reproduction Characteristics,Cinematography - Magnetic Sound Records on 70 mm Motion-Pictures Releases Prints with Magnetic Stripes - A-Chain Reproduction Characteristics,Dimensions,cinematography; magnetic; sound; records; on; 70; mm; motion; pictures; releases; prints; stripes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01493,SYN-TENDER-01493,Procurement requirement for product/service conforming to Dried Parsley Petroselinum crispum Specification,Dried Parsley Petroselinum crispum Specification,Product Specification,dried; parsley; petroselinum; crispum,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01494,SYN-TENDER-01494,Procurement requirement for product/service conforming to Geographic information - Geography Markup Language( GML) Part 1: Fundamentals,Geographic information - Geography Markup Language( GML) Part 1: Fundamentals,Others,geographic; information; geography; markup; language; gml; 1; fundamentals,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01495,SYN-TENDER-01495,Procurement requirement for product/service conforming to Cloud computing and distributed platforms Data flow data categories and data use Part 1: Fundamentals,Cloud computing and distributed platforms Data flow data categories and data use Part 1: Fundamentals,Others,cloud; computing; distributed; platforms; data; flow; categories; use; 1; fundamentals,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01496,SYN-TENDER-01496,Procurement requirement for product/service conforming to Terrestrial Photovoltaic (PV) Modules Design Qualification and Type Approval Part 2 Test Procedures (Third Revision),Terrestrial Photovoltaic (PV) Modules Design Qualification and Type Approval Part 2 Test Procedures (Third Revision),Methods of Tests,terrestrial; photovoltaic; pv; modules; design; qualification; type; approval; 2; test; procedures; third,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01497,SYN-TENDER-01497,Procurement requirement for product/service conforming to Blended edible vegetable oils specification,Blended edible vegetable oils specification,Product Specification,blended; edible; vegetable; oils,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01498,SYN-TENDER-01498,Procurement requirement for product/service conforming to Information Technology — Sharable Content Object Reference Model (SCORM®) 2004 3rd Edition Part 1 Overview Version 1.1,Information Technology — Sharable Content Object Reference Model (SCORM®) 2004 3rd Edition Part 1 Overview Version 1.1,Code of Practice,information; technology; sharable; content; object; reference; model; scorm; 2004; 3; rd; edition,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01499,SYN-TENDER-01499,Procurement requirement for product/service conforming to Forestry tools - Plant carrier - Specification,Forestry tools - Plant carrier - Specification,Product Specification,forestry; tools; plant; carrier,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01500,SYN-TENDER-01500,Procurement requirement for product/service conforming to Tissue paper and tissue products Part 3 Methods of Test Section 4 Determination of Grammage,Tissue paper and tissue products Part 3 Methods of Test Section 4 Determination of Grammage,Methods of Tests,tissue; paper; products; 3; test; 4; determination; grammage,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01501,SYN-TENDER-01501,Procurement requirement for product/service conforming to Dimensions for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 2- 3.6 kV bushings: Sec 1 porcelain parts (First Revision),Dimensions for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 2- 3.6 kV bushings: Sec 1 porcelain parts (First Revision),Dimensions,dimensions; porcelain; transformer; bushings; use; normal; lightly; polluted; atmospheres; 2; 3.6; kv,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01502,SYN-TENDER-01502,Procurement requirement for product/service conforming to Acetoacet - 3 - Xylidide - Specification,Acetoacet - 3 - Xylidide - Specification,Product Specification,acetoacet; 3; xylidide,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01503,SYN-TENDER-01503,Procurement requirement for product/service conforming to Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,Product Specification,coaxial; communication; cables; 6; catv; drop; 4; detail; 75; 7; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01504,SYN-TENDER-01504,Procurement requirement for product/service conforming to Precast Concrete Blocks For Lintels And Sills,Precast Concrete Blocks For Lintels And Sills,Product Specification,precast; concrete; blocks; lintels; sills,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01505,SYN-TENDER-01505,Procurement requirement for product/service conforming to Methods of test for Petroleum and its Products Part 187 Petroleum Products-Determination of Sulfated Ash in Lubricating Oils and Additives,Methods of test for Petroleum and its Products Part 187 Petroleum Products-Determination of Sulfated Ash in Lubricating Oils and Additives,Methods of Tests,test; petroleum; its; products; 187; determination; sulfated; ash; lubricating; oils; additives,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01506,SYN-TENDER-01506,Procurement requirement for product/service conforming to TEXTILES — HANDLOOM COTTON MIX SARIS — SPECIFICATION (Second Revision) Amendment - 1,TEXTILES — HANDLOOM COTTON MIX SARIS — SPECIFICATION (Second Revision) Amendment - 1,-,textiles; handloom; cotton; mix; saris; second; revision; amendment; 1,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01507,SYN-TENDER-01507,Procurement requirement for product/service conforming to Specification for hydraulically operated stop light switches for automobiles,Specification for hydraulically operated stop light switches for automobiles,Product Specification,hydraulically; operated; stop; light; switches; automobiles,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01508,SYN-TENDER-01508,Procurement requirement for product/service conforming to Prestressed Concrete - Code of Practice (Second Revision),Prestressed Concrete - Code of Practice (Second Revision),Code of Practice,prestressed; concrete; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01509,SYN-TENDER-01509,Procurement requirement for product/service conforming to CRYOGENIC VESSELS - VALVES FOR CRYOGENIC VESSELS,CRYOGENIC VESSELS - VALVES FOR CRYOGENIC VESSELS,Product Specification,cryogenic; vessels; valves,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01510,SYN-TENDER-01510,Procurement requirement for product/service conforming to Endoscopes - Medical endoscopes and endotherapy devices - Part 7: Basic requirements for medical endoscopes of water-resistant type,Endoscopes - Medical endoscopes and endotherapy devices - Part 7: Basic requirements for medical endoscopes of water-resistant type,Product Specification,endoscopes; medical; endotherapy; devices; 7; basic; water; resistant; type,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01511,SYN-TENDER-01511,Procurement requirement for product/service conforming to Specification for Agricultural Tillage Discs : Part 1 Concave Type (Second Revision),Specification for Agricultural Tillage Discs : Part 1 Concave Type (Second Revision),Product Specification,agricultural; tillage; discs; 1; concave; type; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01512,SYN-TENDER-01512,Procurement requirement for product/service conforming to Welding and Allied Processes - Classification of Geometric Inperfections in Metallic Materials Part 2 Welding with Pressure (First Revision),Welding and Allied Processes - Classification of Geometric Inperfections in Metallic Materials Part 2 Welding with Pressure (First Revision),Others,welding; allied; processes; classification; geometric; inperfections; metallic; materials; 2; pressure; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01513,SYN-TENDER-01513,Procurement requirement for product/service conforming to Specification for manganese acetate,Specification for manganese acetate,Product Specification,manganese; acetate,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01514,SYN-TENDER-01514,"Procurement requirement for product/service conforming to Pretilachlor, technical - Specification","Pretilachlor, technical - Specification",Product Specification,pretilachlor; technical,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01515,SYN-TENDER-01515,Procurement requirement for product/service conforming to METHOD OF MEASUREMENT OF WORKS IN RIVER VALLEY PROJECTS DAMS AND APPURTENANT STRUCTURES PART 9 LINING,METHOD OF MEASUREMENT OF WORKS IN RIVER VALLEY PROJECTS DAMS AND APPURTENANT STRUCTURES PART 9 LINING,Code of Practice,measurement; works; river; valley; projects; dams; appurtenant; structures; 9; lining,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01516,SYN-TENDER-01516,Procurement requirement for product/service conforming to Sound power rating of airConditioning and air - Source heat pump equipment: Part 2 non - Ducted indoor equipment,Sound power rating of airConditioning and air - Source heat pump equipment: Part 2 non - Ducted indoor equipment,Methods of Tests,sound; power; rating; airconditioning; air; source; heat; pump; equipment; 2; non; ducted,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01517,SYN-TENDER-01517,Procurement requirement for product/service conforming to Glossary of terms pertaining to textile processing: Part 2,Glossary of terms pertaining to textile processing: Part 2,Terminology,glossary; terms; pertaining; textile; processing; 2,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01518,SYN-TENDER-01518,Procurement requirement for product/service conforming to Code of practice for structural design of surge tanks,Code of practice for structural design of surge tanks,Code of Practice,structural; design; surge; tanks,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01519,SYN-TENDER-01519,Procurement requirement for product/service conforming to Specification for towing hook for use between trailers of up to 5 tonnes gross mass and transport tractor,Specification for towing hook for use between trailers of up to 5 tonnes gross mass and transport tractor,Product Specification,towing; hook; use; between; trailers; up; 5; tonnes; gross; mass; transport; tractor,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01520,SYN-TENDER-01520,Procurement requirement for product/service conforming to Methods of Chemical Analysis of Ferrosilicon Part 2 Determination of Carbon (Second Revision),Methods of Chemical Analysis of Ferrosilicon Part 2 Determination of Carbon (Second Revision),Methods of Tests,chemical; analysis; ferrosilicon; 2; determination; carbon; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01521,SYN-TENDER-01521,Procurement requirement for product/service conforming to Gellan Gum food grade - Specification,Gellan Gum food grade - Specification,Product Specification,gellan; gum; food; grade,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01522,SYN-TENDER-01522,"Procurement requirement for product/service conforming to Lasers and Laser -- Related Equipment -- Test Methods for Laser Beam Widths, Divergence Angles and Beam Propagation Ratios: Part 1 -- Stigmatic and Simple Astigmatic Beams (Second Revision )","Lasers and Laser -- Related Equipment -- Test Methods for Laser Beam Widths, Divergence Angles and Beam Propagation Ratios: Part 1 -- Stigmatic and Simple Astigmatic Beams (Second Revision )",Methods of Tests,lasers; laser; related; equipment; test; beam; widths; divergence; angles; propagation; ratios; 1,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01523,SYN-TENDER-01523,Procurement requirement for product/service conforming to Cash boxes - Specification (Fourth Revision),Cash boxes - Specification (Fourth Revision),Product Specification,cash; boxes; fourth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01524,SYN-TENDER-01524,Procurement requirement for product/service conforming to Methods of chemical analysis of iron ores: Part 2 determination of silicon content by reduced molybdosilicate spectrophotometric method,Methods of chemical analysis of iron ores: Part 2 determination of silicon content by reduced molybdosilicate spectrophotometric method,Methods of Tests,chemical; analysis; iron; ores; 2; determination; silicon; content; by; reduced; molybdosilicate; spectrophotometric,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01525,SYN-TENDER-01525,Procurement requirement for product/service conforming to Methods for Chemical Analysis of Bronzes Part 9 Determination of Aluminium by Atomic Absorption Spectrometric Method (Second Revision),Methods for Chemical Analysis of Bronzes Part 9 Determination of Aluminium by Atomic Absorption Spectrometric Method (Second Revision),Methods of Tests,chemical; analysis; bronzes; 9; determination; aluminium; by; atomic; absorption; spectrometric; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01526,SYN-TENDER-01526,Procurement requirement for product/service conforming to Sound System Equipment Listening Tests on Loudspeakers (First Revision),Sound System Equipment Listening Tests on Loudspeakers (First Revision),Methods of Tests,sound; system; equipment; listening; tests; on; loudspeakers; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01527,SYN-TENDER-01527,"Procurement requirement for product/service conforming to Rougine for Lacrimal Sac, Rollet’s Pattern — Specification","Rougine for Lacrimal Sac, Rollet’s Pattern — Specification",Product Specification,rougine; lacrimal; sac; rollet; pattern,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01528,SYN-TENDER-01528,Procurement requirement for product/service conforming to Rotating electrical machines Part 23: Repair overhaul and reclamation,Rotating electrical machines Part 23: Repair overhaul and reclamation,Code of Practice,rotating; electrical; machines; 23; repair; overhaul; reclamation,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01529,SYN-TENDER-01529,Procurement requirement for product/service conforming to Soil - Cement lining for canals - Code of practice (First Revision),Soil - Cement lining for canals - Code of practice (First Revision),Code of Practice,soil; cement; lining; canals; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01530,SYN-TENDER-01530,Procurement requirement for product/service conforming to Fire Hazard Testing Part 2: Glowinghot-wire based test methods Section 11: Glow-wire flammability test method for end products GWEPT,Fire Hazard Testing Part 2: Glowinghot-wire based test methods Section 11: Glow-wire flammability test method for end products GWEPT,Methods of Tests,fire; hazard; testing; 2; glowinghot; wire; based; test; 11; glow; flammability; end,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01531,SYN-TENDER-01531,Procurement requirement for product/service conforming to Information technology Artificial intelligence AI Bias in AI systems and AI aided decision making,Information technology Artificial intelligence AI Bias in AI systems and AI aided decision making,Others,information; technology; artificial; intelligence; ai; bias; systems; aided; decision; making,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01532,SYN-TENDER-01532,Procurement requirement for product/service conforming to Code of practice for roofing with mangalore tiles (First Revision),Code of practice for roofing with mangalore tiles (First Revision),Code of Practice,roofing; mangalore; tiles; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01533,SYN-TENDER-01533,Procurement requirement for product/service conforming to Steel Pipes Flanges — Specification ( First Revision ),Steel Pipes Flanges — Specification ( First Revision ),Product Specification,steel; pipes; flanges; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01534,SYN-TENDER-01534,Procurement requirement for product/service conforming to Recommended practice for radiographic inspection of fusion welded butt joints in steel pipes (First Revision),Recommended practice for radiographic inspection of fusion welded butt joints in steel pipes (First Revision),Code of Practice,recommended; radiographic; inspection; fusion; welded; butt; joints; steel; pipes; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01535,SYN-TENDER-01535,Procurement requirement for product/service conforming to Digital Audio Interface Part 4: Professional Applications Section 1 Audio Content,Digital Audio Interface Part 4: Professional Applications Section 1 Audio Content,Others,digital; audio; interface; 4; professional; applications; 1; content,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01536,SYN-TENDER-01536,Procurement requirement for product/service conforming to Optics and photonics -- Raw optical glass -- Specification,Optics and photonics -- Raw optical glass -- Specification,Product Specification,optics; photonics; raw; optical; glass,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01537,SYN-TENDER-01537,Procurement requirement for product/service conforming to Tourism and Related Services - Tourist Services for Public Use Provided by Natural Protected Areas Authorities - Requirements,Tourism and Related Services - Tourist Services for Public Use Provided by Natural Protected Areas Authorities - Requirements,Service Specification,tourism; related; services; tourist; public; use; provided; by; natural; protected; areas; authorities,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01538,SYN-TENDER-01538,Procurement requirement for product/service conforming to Ethyl acetate - Specification (Fourth Revision),Ethyl acetate - Specification (Fourth Revision),Product Specification,ethyl; acetate; fourth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01539,SYN-TENDER-01539,Procurement requirement for product/service conforming to Specification for analogue dc current signals for process control systems (First Revision),Specification for analogue dc current signals for process control systems (First Revision),Others,analogue; dc; current; signals; process; control; systems; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01540,SYN-TENDER-01540,Procurement requirement for product/service conforming to Information technology Digital publishing EPUB 3.0.1 Part 6: Canonical fragment identifiers,Information technology Digital publishing EPUB 3.0.1 Part 6: Canonical fragment identifiers,Others,information; technology; digital; publishing; epub; 3.0; 1; 6; canonical; fragment; identifiers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01541,SYN-TENDER-01541,Procurement requirement for product/service conforming to Health informatics - Point-of-care medical device communication: Part 90101 analytical instruments - Point-of-care test,Health informatics - Point-of-care medical device communication: Part 90101 analytical instruments - Point-of-care test,Others,health; informatics; point; care; medical; device; communication; 90101; analytical; instruments; test,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01542,SYN-TENDER-01542,Procurement requirement for product/service conforming to Towing Hooks Part 1 Scale of Tractive Efforts (first revision),Towing Hooks Part 1 Scale of Tractive Efforts (first revision),Others,towing; hooks; 1; scale; tractive; efforts; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01543,SYN-TENDER-01543,Procurement requirement for product/service conforming to Natural gas - Guidelines to traceability in analysis,Natural gas - Guidelines to traceability in analysis,Code of Practice,natural; gas; traceability; analysis,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01544,SYN-TENDER-01544,Procurement requirement for product/service conforming to Recommendations for equipment for electroplating,Recommendations for equipment for electroplating,Code of Practice,recommendations; equipment; electroplating,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01545,SYN-TENDER-01545,Procurement requirement for product/service conforming to SHUNT CAPACITORS FOR AC POWER SYSTEMS HAVING A RATED VOLTAGE ABOVE 1 000 V PART 4: INTERNAL FUSES First Revision,SHUNT CAPACITORS FOR AC POWER SYSTEMS HAVING A RATED VOLTAGE ABOVE 1 000 V PART 4: INTERNAL FUSES First Revision,Product Specification,shunt; capacitors; ac; power; systems; having; rated; voltage; above; 1; 000; 4,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
